application_id,application_date,loan_type,loan_amount_requested_usd,loan_purpose,repayment_tenure_months,applicant_ssn,applicant_full_name,applicant_date_of_birth,applicant_gender,applicant_marital_status,applicant_level_of_education,applicant_street_address,applicant_city,applicant_state,applicant_zip_code,applicant_phone_number,applicant_email_address,employment_type,employer_name,duration_of_employment_years,monthly_income_usd,bank_account_number,next_of_kin_full_name,next_of_kin_relationship,next_of_kin_phone_number
USLW-APP-20240807-693,2024-08-07,Auto,18791.0,Used Car Purchase,53.0,341-76-1805,Nicole Hudson,1987-12-04,Female,Separated,Associate's Degree,572 Pamela Fort,Anthonyside,Oklahoma,17162.0,1981603693971570,kenneth79@williams.com,Self-Employed,"Allen, Underwood and Hernandez LLC",12.1,23657.0,46581936.0,Joshua Davis,Spouse,7265334020
USLW-APP-20240426-742,2024-04-26,Personal,4377.0,Debt Consolidation,33.0,384-35-3095,Justin Sanchez,1958-11-06,Other,Separated,Doctorate,220 Walker Ville,Collinsmouth,Nevada,37737.0,0175134671,eguerra@tucker.com,Self-Employed,"Tucker, Benson and Lynch LLC",8.5,22489.0,77603809.0,Randall Harmon,Sibling,31781842190119
USLW-APP-20240913-354,2024-09-13,Personal,30377.0,Education,35.0,407-22-0749,Katherine Cole,1970-09-03,Other,Widowed,Master's Degree,28914 Timothy Parks Apt. 174,Laurenberg,Kansas,22750.0,1103579348647959,danielle22@fuller.com,Salaried,Montgomery LLC Corp.,14.0,7419.0,24923260.0,Kelly Larsen,Spouse,0843697142449
USLW-APP-20240827-945,2024-08-27,Small Business,213714.0,Working Capital,67.0,376-86-1185,Tyler Stewart,1963-09-29,Female,Divorced,High School Diploma,37084 Brandi Stream,New Phillip,Louisiana,15616.0,1715719537834,robertgray@dennis.info,Salaried,"Bryant, Diaz and Vargas Corp.",22.5,4841.0,129001126.0,Jessica Moss,Spouse,576357237276920
USLW-APP-20240429-701,2024-04-29,Small Business,100266.0,Startup Costs,77.0,080-66-6554,Kathy Freeman,1976-03-18,Male,Separated,High School Diploma,8812 Samantha Avenue,Michellebury,Iowa,73297.0,5294814546500,jaime42@gmail.com,Salaried,Cox and Sons Corp.,14.4,15231.0,78325856.0,Jessica King,Spouse,00181781304078342
USLW-APP-20240827-282,2024-08-27,Auto,13702.0,New Car Purchase,71.0,768-38-8093,Kimberly Henderson,1989-05-05,Male,Married,Some College,83295 Natalie Stream,Maystad,Rhode Island,54005.0,2979354562,rayryan@hall.org,Salaried,"Morgan, Harris and Williams Corp.",14.5,24642.0,32885358.0,Justin Decker,Friend,25278496851202
USLW-APP-20250122-258,2025-01-22,Personal,47419.0,Other,37.0,046-39-9855,Thomas Buchanan,1988-10-19,Male,Separated,Bachelor's Degree,4557 Lamb Burgs,Laurafort,Alaska,34638.0,5285611535,xowen@shelton.com,Self-Employed,Horton-Carlson LLC,13.3,6174.0,84533234.0,Tara Rocha,Spouse,2217812629
USLW-APP-20241116-354,2024-11-16,Mortgage,825894.0,Refinance,358.0,311-66-3815,Mr. Scott Warren Jr.,1993-07-23,Female,Single,Doctorate,199 Duncan Run Apt. 526,Port Sophiaborough,Alaska,44865.0,001741919508054589,csmith@gmail.com,Hourly,Berg and Sons Corp.,28.8,18850.0,17503671.0,Brian Crane,Sibling,5159779277
USLW-APP-20240517-439,2024-05-17,Mortgage,976897.0,Refinance,198.0,205-12-4946,Debra Brown,1953-04-10,Other,Separated,Bachelor's Degree,5084 Chad Pike,Davidburgh,Kansas,81717.0,695573388724903,williamsnathan@hotmail.com,Salaried,"Perez, Brown and Aguirre Corp.",4.8,15057.0,82955380.0,Kristie Landry,Friend,0013141151255251
USLW-APP-20240514-389,2024-05-14,Personal,8536.0,Home Improvement,23.0,544-30-8235,LAUREN STEVENS,1969-12-20,Female,Separated,Doctorate,47502 Jessica Orchard Apt. 293,Perkinsview,Nebraska,26960.0,4371763297,obradley@bradley.com,Salaried,Kelly and Sons Corp.,26.3,23404.0,115131592.0,Michael Simon,Spouse,176949913737784
USLW-APP-20241025-706,2024-10-25,Personal,47072.0,Vacation,19.0,849-67-9311,Angel Grimes,1996-01-04,Other,Married,Master's Degree,78186 Dustin Flats Apt. 835,Jonesport,Wisconsin,66753.0,842273239952136,blopez@fox.com,Salaried,Knox-Fowler Corp.,12.9,16454.0,60381769.0,Caleb Olsen,Parent,1789233524113127
USLW-APP-20250110-199,2025-01-10,Personal,44341.0,Medical Expenses,28.0,286-19-3607,Daniel Acosta,1979-08-27,Female,Divorced,Bachelor's Degree,1688 Rebecca Haven,Kingside,West Virginia,45781.0,696759429039055,brian65@mcknight.biz,Salaried,"Roberson, Wheeler and Taylor Corp.",6.4,21323.0,20583329.0,Carolyn Galvan,Sibling,9027398262095
USLW-APP-20240409-717,2024-04-09,Auto,12915.0,Used Car Purchase,57.0,326-71-3239,Denise Allen,2005-01-11,Other,Married,Master's Degree,4796 Robert Rapids Suite 883,Jacksonport,Arkansas,56271.0,7139440418,teresasullivan@hotmail.com,Hourly,Anderson PLC Corp.,6.4,22675.0,50367874.0,Wendy Perkins,Spouse,87191376577485
USLW-APP-20241218-604,2024-12-18,Mortgage,84268.0,Home Purchase,264.0,610-77-4566,Johnny Morris,1997-08-20,Other,Single,High School Diploma,8067 Cindy Course Suite 951,Mistyburgh,South Carolina,22431.0,0019812932065363,sgreen@hernandez.org,Salaried,Robbins LLC Corp.,5.2,12481.0,54148413.0,James Jones,Friend,0186666492524
USLW-APP-20241117-520,2024-11-17,Personal,32908.0,Education,32.0,481-99-7118,Paul Hoffman,1996-03-15,Other,Married,Bachelor's Degree,635 Sandra Viaduct,Lauramouth,Louisiana,87125.0,12529871450989,jlynch@cameron.com,Self-Employed,Fuentes Ltd LLC,14.5,13594.0,61589175.0,Sarah Miller,Friend,4799005119
USLW-APP-20241231-198,2024-12-31,Personal,33632.0,Other,13.0,032-30-5306,Jeremiah Lewis,1988-04-16,Female,Single,Bachelor's Degree,0805 Parker Glen,Boydstad,Iowa,98246.0,18487998185,angelamendoza@kim.com,Salaried,"James, Molina and Glenn Corp.",7.6,26847.0,88011105.0,Megan Martin,Spouse,18961255699
USLW-APP-20250105-156,2025-01-05,Mortgage,528771.0,Home Purchase,294.0,434-27-8510,Frederick Davis,1963-12-10,Male,Single,Bachelor's Degree,470 Edward Alley Suite 681,Jonathanchester,South Carolina,6066.0,618090354927127,kmoore@wallace.org,Self-Employed,Evans-Johnson LLC,9.4,24250.0,20806310.0,Ashley Morales,Spouse,944843801323464
USLW-APP-20250104-503,2025-01-04,Auto,25674.0,Used Car Purchase,48.0,284-37-5543,Kelly Rice,1960-04-29,Male,Married,Bachelor's Degree,84560 Heather Vista,Wadehaven,Mississippi,61792.0,1934127872727111,hnoble@adams.net,Salaried,Solomon-Kennedy Corp.,17.1,7903.0,42085216.0,Stacy Jackson,Parent,0016940106179
USLW-APP-20241221-809,2024-12-21,Small Business,75945.0,Expansion,73.0,864-93-1518,Nicole Obrien,1971-05-16,Male,Divorced,High School Diploma,654 Randolph Radial,Jakechester,California,30519.0,001074556455961910,amyrubio@gmail.com,Self-Employed,Rowe Ltd LLC,19.8,17078.0,88024710.0,Rebecca Singleton,Sibling,7204356415
USLW-APP-20240516-291,2024-05-16,Personal,38116.0,Home Improvement,35.0,281-68-7944,Craig Guzman,1986-04-20,Other,Divorced,Doctorate,999 Crystal Street,Michaelton,Iowa,78799.0,224782876067079,nathanrobles@hotmail.com,Salaried,Santiago-Benson Corp.,11.4,17334.0,37973304.0,Jennifer Smith,Parent,4724429358042
USLW-APP-20240811-806,2024-08-11,Mortgage,910686.0,Home Purchase,254.0,287-90-5388,Jennifer Smith,1949-11-01,Male,Married,High School Diploma,889 Ray Inlet,West Brianport,Nebraska,92174.0,00145627307202499,catherine48@hotmail.com,Salaried,"Moore, Hooper and Nelson Corp.",27.5,5092.0,85222133.0,Amanda Lopez,Friend,8374574104
USLW-APP-20240618-228,2024-06-18,Small Business,242287.0,Inventory,49.0,361-47-1109,Rhonda Hoffman,1996-06-08,Male,Separated,Bachelor's Degree,16322 Gina Cape,Katherineport,Vermont,39349.0,17438753175475,welchmason@yahoo.com,Self-Employed,Jones-Booker LLC,7.2,9241.0,109853297.0,Mitchell Moreno,Friend,68490224899090
USLW-APP-20240713-734,2024-07-13,Personal,44677.0,Vacation,21.0,058-13-0700,Amber Ramirez,1965-08-13,Male,Separated,High School Diploma,796 Mcclain Ports,Eriktown,Michigan,64454.0,702782559760631,tammystewart@gmail.com,Hourly,Williams-Goodwin Corp.,9.4,6517.0,64639048.0,Alyssa Henderson,Parent,7453212830243
USLW-APP-20240418-546,2024-04-18,Personal,34859.0,Medical Expenses,37.0,308-32-0047,Harold Bruce,1971-09-26,Other,Divorced,Master's Degree,11250 Mason Islands,Harrisland,Iowa,47024.0,8141403361,brandon31@wong.biz,Salaried,Mason-Atkins Corp.,25.2,19222.0,23325348.0,Jeremy Moore,Parent,14236215419542
USLW-APP-20241112-246,2024-11-12,Personal,2737.0,Vacation,42.0,850-26-9428,Nathan Williams,1997-11-27,Female,Separated,Some College,73004 Harris Grove,Port Lisastad,Michigan,67629.0,17746756701,john82@gmail.com,Salaried,Velazquez-Casey Corp.,28.3,15207.0,57160265.0,Walter Blankenship,Sibling,86906854727485
USLW-APP-20250219-816,2025-02-19,Personal,48857.0,Other,24.0,058-24-1928,Phillip Sullivan,1993-02-04,Male,Divorced,Bachelor's Degree,87445 Steven Cliff Suite 508,Masseyshire,West Virginia,61726.0,2689083099,michael28@jacobs.com,Self-Employed,"Gillespie, Lopez and Bernard LLC",14.8,11805.0,114573876.0,Paul Allen,Sibling,408712662261542
USLW-APP-20250224-669,2025-02-24,Small Business,174226.0,Expansion,34.0,454-15-4402,Drew Campbell,1975-11-05,Female,Married,Bachelor's Degree,45720 Jacqueline Trail Suite 782,New Frankborough,Texas,60603.0,14869290940256,barrettholly@gmail.com,Salaried,"Rogers, Bryant and Hahn Corp.",14.4,10976.0,122212543.0,Christina Boyd,Spouse,0010005890418
USLW-APP-20240920-267,2024-09-20,Small Business,299046.0,Startup Costs,37.0,245-55-1226,Mary James,1992-01-17,Other,Separated,Doctorate,594 Amber Tunnel,South Shannon,Wisconsin,17609.0,001552931338992773,acobb@hotmail.com,Salaried,Smith-Flores Corp.,25.5,6986.0,81175297.0,Thomas Fletcher,Parent,3817435334322
USLW-APP-20241211-685,2024-12-11,Personal,11401.0,Home Improvement,20.0,114-94-6498,Holly Yoder,1958-03-16,Male,Separated,High School Diploma,25518 Gutierrez Ridges Apt. 820,Deborahville,Nebraska,3132.0,6433613958,krobbins@boyle.com,Self-Employed,"Thompson, Taylor and Lynch LLC",3.1,10401.0,124954838.0,Tami Erickson,Parent,6911371610576
USLW-APP-20250321-596,2025-03-21,Personal,38108.0,Education,50.0,253-44-1186,Susan Olson,1949-07-28,Female,Divorced,Some College,2725 Murphy Bypass Apt. 118,Bryanside,South Dakota,77427.0,0484600265,ugray@perez.com,Salaried,"Wright, Hayes and Dean Corp.",21.6,19690.0,17576666.0,Teresa Swanson,Spouse,3065427523
USLW-APP-20240510-171,2024-05-10,Personal,34060.0,Medical Expenses,36.0,652-60-1006,James Noble,1973-08-08,Male,Single,Bachelor's Degree,80837 Tiffany Stravenue Apt. 378,Diazstad,Texas,87067.0,2094970082010,rkane@hotmail.com,Salaried,"Walton, Wells and Franco Corp.",11.2,8486.0,70993121.0,Kevin Johnson,Parent,4425975467
USLW-APP-20241021-592,2024-10-21,Small Business,131976.0,Inventory,35.0,059-61-4662,Kendra Johnson,1962-02-12,Other,Married,Master's Degree,9748 Melvin Centers,New Carl,Iowa,36714.0,00139520270014587,aesparza@yahoo.com,Self-Employed,"Kim, Alexander and Farmer LLC",2.5,24656.0,120938308.0,Rodney Norris,Spouse,0013010350056
USLW-APP-20240415-417,2024-04-15,Personal,31939.0,Medical Expenses,33.0,800-23-9912,Rodney Ayala,1956-01-21,Female,Single,Bachelor's Degree,88435 Edgar Trafficway Suite 903,South Tanya,Oklahoma,72849.0,5769683143,amy87@miles.com,Salaried,Williams-Cook Corp.,14.2,7604.0,114238797.0,Alexis Robinson,Sibling,0016819516927852
USLW-APP-20250301-872,2025-03-01,Personal,32118.0,Other,37.0,126-65-3523,Barbara Browning,1993-01-27,Male,Divorced,Doctorate,0749 Susan Extension,Josechester,Nebraska,74298.0,0018983423658971,lisaschroeder@macias.com,Salaried,Dean-Baker Corp.,9.0,8971.0,100911947.0,Cynthia Garrett,Sibling,0011923760797815
USLW-APP-20240617-250,2024-06-17,Personal,15950.0,Debt Consolidation,24.0,813-74-4601,Victor Williams,1973-05-06,Female,Widowed,Doctorate,783 Smith Springs,South Kimberly,California,84854.0,294238785096076,julian76@yahoo.com,Salaried,Garrett Group Corp.,29.5,25229.0,41338090.0,Eric Collins,Friend,7524698816188
USLW-APP-20240627-676,2024-06-27,Mortgage,509153.0,Refinance,220.0,189-67-8635,Andrew Butler,1994-12-13,Other,Married,Doctorate,587 Green Dale,Port Steve,Washington,3733.0,2277825551208,blopez@hotmail.com,Salaried,Wilson-Berry Corp.,17.2,21083.0,41951930.0,Jonathan Sanders,Sibling,179089195360785
USLW-APP-20241224-640,2024-12-24,Auto,64367.0,Used Car Purchase,54.0,659-78-0337,Molly Fuller,1998-09-04,Male,Widowed,Some College,804 Tammy Squares,South Scott,Michigan,23124.0,7499003222526,jessemiles@taylor-malone.com,Salaried,Hill Inc Corp.,7.0,19195.0,45126855.0,Sarah Smith,Parent,9592973553
USLW-APP-20240914-381,2024-09-14,Personal,49600.0,Other,57.0,428-35-5001,Jeffrey Campbell,1982-05-19,Other,Widowed,High School Diploma,6614 Kim Canyon,Pamelafurt,Nevada,47935.0,4430052894,david17@gmail.com,Hourly,"Jones, Santos and Carter Corp.",24.9,24175.0,102081422.0,Shane Morgan,Spouse,5467109645
USLW-APP-20240827-433,2024-08-27,Personal,7247.0,Home Improvement,31.0,026-57-3225,Craig Gomez,1984-08-12,Male,Divorced,High School Diploma,1440 James Parkways,Hendrixton,Connecticut,61006.0,3942653395,tdavis@lopez.info,Salaried,"Benson, Best and Bowman Corp.",7.6,6182.0,104244542.0,Lauren Nixon,Friend,001147749761936103
USLW-APP-20241020-498,2024-10-20,Personal,3632.0,Other,25.0,355-72-0332,Robert Andersen,2007-02-23,Female,Widowed,Doctorate,53252 Crawford Common,Audreymouth,North Carolina,5816.0,862002624631924,vanessa58@hotmail.com,Salaried,May PLC Corp.,19.6,25298.0,111147506.0,Brooke Moore,Spouse,1402007452
USLW-APP-20240729-828,2024-07-29,Auto,51114.0,New Car Purchase,70.0,168-40-2011,Melissa Jacobs,1987-06-27,Female,Married,High School Diploma,6400 Compton Overpass,Port Michaelchester,West Virginia,28045.0,1247478938905849,barbara50@gmail.com,Salaried,Robertson Inc Corp.,25.2,8041.0,57190691.0,Katrina Hamilton,Parent,12350466504937
USLW-APP-20241104-631,2024-11-04,Personal,10855.0,Medical Expenses,27.0,431-60-7163,Rachel Rojas,1966-11-15,Male,Single,Doctorate,2348 Donald Passage,West Abigailshire,North Carolina,67872.0,487455874524409,arichard@gmail.com,Salaried,Tate Group Corp.,4.9,19228.0,45998834.0,Lori Simmons,Friend,4511028124953
USLW-APP-20240828-443,2024-08-28,Small Business,466232.0,Expansion,45.0,586-15-7845,Peter Smith,1997-08-08,Other,Single,High School Diploma,597 Larry Trail,Jerryland,Hawaii,25649.0,3745645724,cathyorozco@yahoo.com,Hourly,"Le, Smith and Glenn Corp.",18.0,26329.0,32678756.0,Brooke Horn,Friend,00135143582370215
USLW-APP-20241108-985,2024-11-08,Mortgage,592245.0,Home Purchase,287.0,529-96-5111,Kelly Mendoza DDS,1949-04-25,Female,Divorced,Master's Degree,16816 Dickson Extension,Lauraton,Virginia,14545.0,3371471313,ruizjesse@gmail.com,Hourly,"Wilkins, Anderson and Lewis Corp.",24.0,18651.0,35624053.0,Lori Simmons,Spouse,001735130808776832
USLW-APP-20240826-314,2024-08-26,Auto,46919.0,New Car Purchase,29.0,182-90-1777,Gary Burnett,1999-02-20,Female,Married,Associate's Degree,6079 Harold Inlet Suite 711,West Jennifermouth,West Virginia,87215.0,9618830885,vincentlisa@hotmail.com,Salaried,"Rice, Ali and Vega Corp.",2.1,18626.0,106383511.0,Jamie Mays,Parent,4217662878
USLW-APP-20250304-296,2025-03-04,Personal,2201.0,Vacation,35.0,766-84-3140,Paul Miller,1966-05-07,Other,Married,Doctorate,7559 Garcia Fall,Travisside,Illinois,76087.0,12695327108174,vschwartz@gmail.com,Self-Employed,Parker-Watts LLC,2.1,11092.0,36110702.0,Dorothy Walker,Spouse,82071373585829
USLW-APP-20240505-980,2024-05-05,Small Business,304021.0,Equipment Purchase,76.0,077-04-7878,Amanda Solis,1984-02-14,Other,Married,Some College,933 Nancy Crest Suite 125,Joannaberg,Vermont,61406.0,6031568686,andrew77@hotmail.com,Salaried,Harris Inc Corp.,4.0,6519.0,101194417.0,Valerie Mitchell,Parent,622470584800372
USLW-APP-20241121-966,2024-11-21,Personal,2171.0,Home Improvement,42.0,689-89-2328,Nicole Parker,1971-08-23,Male,Divorced,Bachelor's Degree,80795 Mcdonald Prairie,North Amandaberg,Montana,80279.0,2172350672,daniel08@hotmail.com,Self-Employed,"Munoz, Robinson and Wilson LLC",2.9,14682.0,115868195.0,Carl Allen,Spouse,404526936240022
USLW-APP-20240506-337,2024-05-06,Personal,5667.0,Vacation,39.0,558-83-5334,Cheryl Thomas,1953-12-03,Other,Married,Associate's Degree,215 Reed Crest Suite 600,Evanberg,Mississippi,34418.0,5422113335346,dtaylor@hotmail.com,Salaried,Smith and Sons Corp.,20.2,9753.0,127626901.0,Patrick Gomez,Spouse,001968299018060464
USLW-APP-20240914-364,2024-09-14,Personal,29381.0,Debt Consolidation,31.0,212-59-7863,John Moss,1953-03-21,Other,Separated,Some College,1035 Baker Burg,Lake Deborahton,Wisconsin,20949.0,562223561263695,trevorcisneros@mclaughlin.biz,Salaried,White and Sons Corp.,15.8,5848.0,33701622.0,Renee Harrington,Spouse,1805060663
USLW-APP-20241123-302,2024-11-23,Personal,2498.0,Debt Consolidation,40.0,779-30-1286,Gloria Johnson,1992-02-15,Female,Single,Bachelor's Degree,7441 Solomon Pine,Weeksside,Nebraska,51575.0,8007069675,ygarza@gmail.com,Self-Employed,Smith-Doyle LLC,14.3,10382.0,102644267.0,Bruce Brown,Friend,7559669906699
USLW-APP-20240902-926,2024-09-02,Auto,48019.0,Used Car Purchase,29.0,774-76-8387,William Sutton,1959-07-20,Other,Single,High School Diploma,299 Crystal Port,West Erichaven,Nevada,20016.0,795202922038086,mcdonaldandrea@rodriguez.org,Hourly,"Fuller, Ortiz and Kaufman Corp.",6.8,4944.0,75521682.0,Lisa Luna,Parent,19147631341460
USLW-APP-20240930-536,2024-09-30,Small Business,280880.0,Expansion,77.0,144-32-5181,John Smith,1958-08-20,Female,Married,Master's Degree,77635 Lewis Fort Suite 618,New Patriciabury,West Virginia,28324.0,00127168400035693,johnsonreginald@gmail.com,Self-Employed,Perez-Gutierrez LLC,17.6,5669.0,50615649.0,Bradley Hall,Spouse,1168525070840068
USLW-APP-20250123-544,2025-01-23,Mortgage,176611.0,Home Purchase,271.0,464-72-8786,Arthur Bennett PhD,1992-01-15,Other,Divorced,Associate's Degree,100 Smith Wall,Anneburgh,Oklahoma,33413.0,91095893424658,elizabeth04@jones.com,Salaried,"Duran, Ellis and Reed Corp.",5.6,27119.0,125057682.0,Thomas Armstrong,Spouse,34526336544348
USLW-APP-20241110-351,2024-11-10,Personal,12826.0,Education,44.0,822-01-6150,Dakota Scott,1956-06-27,Female,Married,Doctorate,4165 Edward Orchard,Lake Timothyburgh,Arkansas,67565.0,647899396238486,james82@rodriguez.com,Salaried,Smith-Montgomery Corp.,17.8,25495.0,92168730.0,Richard Rivera,Friend,379730046259558
USLW-APP-20240705-219,2024-07-05,Personal,38393.0,Debt Consolidation,32.0,657-27-2633,Kevin Rodriguez,1972-03-18,Other,Widowed,Associate's Degree,6721 Hansen Islands Suite 513,Port Michael,Iowa,53852.0,589449136543343,lyonsdavid@sampson.com,Self-Employed,Watson and Sons LLC,10.4,16249.0,88026970.0,Robert Reyes,Spouse,47329784601993
USLW-APP-20240716-177,2024-07-16,Personal,26178.0,Medical Expenses,37.0,256-80-5748,Kristina Floyd,1969-11-17,Male,Divorced,Master's Degree,9104 Bradley Turnpike Apt. 436,Kingland,Montana,63256.0,8291790080,kristy43@yahoo.com,Salaried,Stephens-Cook Corp.,9.3,15871.0,99752343.0,Steven Hall,Parent,4459059361146
USLW-APP-20241008-380,2024-10-08,Mortgage,658765.0,Refinance,194.0,474-31-0456,Sarah Barton,1965-11-07,Other,Single,Bachelor's Degree,811 Duffy Walk Apt. 654,Waltersview,Alaska,49362.0,8900707330819,lawrencebennett@yahoo.com,Self-Employed,"Harris, George and Fisher LLC",17.0,21127.0,119588594.0,Cindy Houston,Sibling,32329590065594
USLW-APP-20240815-912,2024-08-15,Mortgage,940771.0,Home Purchase,357.0,061-64-4509,Aimee Miller,1987-03-25,Other,Widowed,Associate's Degree,014 Nicholas Ports,Chanfurt,Louisiana,38202.0,1731947002,pgutierrez@patel.com,Hourly,Woods-Alvarez Corp.,24.1,22316.0,16877450.0,Danielle Pham,Spouse,7101789496
USLW-APP-20240829-301,2024-08-29,Auto,55290.0,New Car Purchase,48.0,638-03-1114,Ellen Wilson,1952-11-08,Female,Single,Associate's Degree,0356 Jose Plains,Lauratown,Alaska,85014.0,17647360985,tjacobs@gmail.com,Salaried,"Medina, Branch and Perkins Corp.",15.5,10428.0,17298834.0,Carolyn Herrera,Friend,0014209325048
USLW-APP-20240902-258,2024-09-02,Personal,28518.0,Vacation,31.0,630-04-0217,Kendra Evans,2006-03-01,Other,Widowed,Doctorate,78368 Gray Drives Apt. 107,Julieton,Alaska,91641.0,069897800394398,nancy65@wright.com,Salaried,"Fields, Watson and Beck Corp.",27.6,5375.0,92772731.0,John Mills,Spouse,335540961224294
USLW-APP-20240627-241,2024-06-27,Small Business,231145.0,Equipment Purchase,72.0,281-55-1753,Elizabeth Gordon,1960-08-14,Male,Single,Associate's Degree,88296 Yoder Crescent Suite 557,Maryview,West Virginia,28496.0,8592855361,brownalexandra@gmail.com,Salaried,"Crane, White and Holmes Corp.",16.0,19707.0,116577236.0,Barbara Madden,Sibling,001180066743884128
USLW-APP-20240808-510,2024-08-08,Mortgage,817949.0,Refinance,217.0,414-84-0891,Mark Taylor,1955-05-17,Male,Single,Doctorate,90785 Evans Summit,Lake Garyburgh,Michigan,81253.0,45412006175904,kelleryolanda@yahoo.com,Salaried,"Callahan, Ramirez and Kirk Corp.",16.8,6386.0,21924660.0,Christopher Myers,Sibling,8817374781339
USLW-APP-20240407-266,2024-04-07,Personal,36583.0,Other,32.0,584-63-8299,Danielle Blake,1982-02-18,Other,Married,Some College,75474 Linda Gateway,East Brittany,New Mexico,51410.0,33497310392726,lisaheath@hill-pham.biz,Self-Employed,"Campbell, Lopez and Conrad LLC",3.4,24495.0,54920424.0,Kimberly Burns,Sibling,7909096658
USLW-APP-20240704-913,2024-07-04,Personal,37928.0,Vacation,38.0,407-48-4660,Daniel Callahan,1972-08-06,Female,Widowed,Doctorate,4278 Ayala Fork,South Jasonbury,South Carolina,814.0,1527322811254425,williamwilliams@gmail.com,Salaried,"Hill, Rodriguez and Patterson Corp.",6.9,3479.0,54770470.0,Vanessa Rodriguez,Parent,001869494509516778
USLW-APP-20241231-852,2024-12-31,Personal,24252.0,Other,14.0,884-14-6246,Phillip Williams,1971-07-23,Other,Separated,Master's Degree,3748 Clements Causeway Suite 654,Durhamchester,North Carolina,96885.0,6462726676,barry69@hotmail.com,Salaried,Smith-Cooper Corp.,2.6,7356.0,120326376.0,Megan Collins,Spouse,644315402201318
USLW-APP-20250228-887,2025-02-28,Personal,17550.0,Other,16.0,114-72-6712,Kaylee Johnson,1976-12-28,Female,Separated,Some College,3494 Chase Highway Suite 161,Luisshire,Arkansas,40118.0,6265213637190,kimberly79@wright.com,Hourly,"Wright, Powers and Brown Corp.",6.7,19400.0,48332772.0,Catherine Anderson,Sibling,195467035301220
USLW-APP-20240604-728,2024-06-04,Auto,72832.0,New Car Purchase,69.0,389-72-3441,Tyler Harris,1953-03-24,Other,Married,Bachelor's Degree,0669 William Springs,Port Mariah,Connecticut,25665.0,13828014465825,mariahdiaz@shelton.com,Salaried,"Moore, Baker and Coleman Corp.",1.6,13182.0,112176178.0,David Warren,Spouse,36596632652893
USLW-APP-20240725-363,2024-07-25,Personal,13457.0,Vacation,17.0,400-27-3460,Edward Todd,1956-01-30,Other,Divorced,Some College,988 Perez Spurs Suite 062,Joshuaville,Alaska,63913.0,3135196037,pbonilla@hotmail.com,Self-Employed,Schmidt and Sons LLC,7.0,10126.0,54786493.0,Brad Reyes,Friend,19841370806
USLW-APP-20240505-893,2024-05-05,Small Business,15824.0,Inventory,84.0,419-58-1822,Mrs. Tonya Wallace,1981-03-30,Male,Separated,Associate's Degree,946 Flores Landing,Alyssahaven,Illinois,48123.0,70823612402495,yweiss@hotmail.com,Salaried,"Hicks, Evans and Burke Corp.",6.4,10107.0,114031017.0,Jason Levy,Spouse,969571678589308
USLW-APP-20250219-897,2025-02-19,Small Business,225675.0,Working Capital,84.0,340-40-8344,LISA QUINN,2001-01-02,Other,Separated,Bachelor's Degree,633 Donovan Turnpike Suite 077,Kathleenfort,Montana,32991.0,9812758627,nguyenmark@johnson.info,Self-Employed,"Sherman, Horne and Buchanan LLC",4.2,21930.0,117517444.0,Catherine Keller,Friend,00167655112121091
USLW-APP-20241219-150,2024-12-19,Mortgage,808603.0,Home Purchase,319.0,139-43-4479,Devin Preston,1980-01-10,Other,Married,Associate's Degree,19114 Morrow View,Mollystad,Rhode Island,46987.0,17365575522510,peggyyoung@hotmail.com,Self-Employed,Johnson Inc LLC,6.4,13270.0,91785570.0,Brent Mendoza,Spouse,01878095242122
USLW-APP-20240730-821,2024-07-30,Small Business,151856.0,Inventory,80.0,755-50-3389,Kimberly Mckenzie,1976-02-17,Female,Separated,Doctorate,242 Randy Landing,South Taylorport,Oklahoma,22920.0,101740838557785,dbrown@perez-huang.biz,Salaried,Vance LLC Corp.,4.9,15207.0,129962935.0,Catherine Chase,Sibling,1062408510087
USLW-APP-20240613-200,2024-06-13,Mortgage,215211.0,Refinance,349.0,047-84-4122,Robert Gonzales,1957-02-01,Female,Married,Some College,812 Smith Vista Apt. 094,Adamstown,Illinois,24063.0,141996395229603,anna02@lane.com,Salaried,Carr Inc Corp.,17.5,18345.0,107501774.0,Jonathan Miller,Spouse,5192126437061
USLW-APP-20240802-801,2024-08-02,Personal,11430.0,Other,31.0,705-12-6272,Kelly Lopez,1982-06-25,Female,Divorced,Master's Degree,547 Espinoza Court Suite 476,New Adamview,Nevada,96657.0,5810167068,vnoble@yahoo.com,Salaried,"Bennett, Johnson and Hardy Corp.",0.6,7421.0,124572443.0,Sara Douglas,Sibling,87003507483793
USLW-APP-20241027-993,2024-10-27,Small Business,407944.0,Working Capital,52.0,567-95-2532,ROGER COOLEY,2001-08-10,Other,Separated,Master's Degree,9815 Julia Greens,Port Brianbury,Wisconsin,57133.0,0013696608148805,williamstaylor@hotmail.com,Salaried,Davis-Oneill Corp.,28.6,14796.0,83932658.0,Dr. Omar Miller,Sibling,3719216591066
USLW-APP-20250321-537,2025-03-21,Personal,21388.0,Debt Consolidation,14.0,367-45-6040,Jason Richmond,1961-10-23,Male,Widowed,Master's Degree,195 Gray Throughway,Jimenezton,Iowa,45557.0,13940789452662,taylorjeff@hawkins-kirk.com,Salaried,"Cisneros, Moore and Nelson Corp.",7.5,19106.0,42081427.0,Anita Kelly,Parent,00194007651659063
