applicant_id,employment_id,employment_type,employer_name,duration_of_employment_years,monthly_income_usd,bank_account_number
Ap385977,Em385977,Salaried,Fields Group Corp.,13.4,19968.0,37421225.0
Ap235230,Em235230,Salaried,"Carter, Palmer and Martinez Corp.",3.4,25579.0,13968993.0
Ap818040,Em818040,Self-Employed,Adams Ltd LLC,17.1,16823.0,115026885.0
Ap906741,Em906741,Salaried,"Smith, Brewer and Hendrix Corp.",18.7,23704.0,10092040.0
Ap369114,Em369114,Salaried,Davis-Wade Corp.,28.6,28639.0,93051189.0
Ap434618,Em434618,Self-Employed,Ross Group LLC,10.1,12598.0,78891461.0
Ap932972,Em932972,Salaried,"Johnson, Jennings and Perkins Corp.",8.3,23975.0,72056176.0
Ap251456,Em251456,Salaried,"Gray, Sandoval and Garrett Corp.",0.7,13127.0,113627008.0
Ap904449,Em904449,Salaried,"Nunez, Jones and Fox Corp.",18.0,5957.0,125650186.0
Ap962312,Em962312,Salaried,"Thompson, Underwood and Bush Corp.",1.9,25246.0,118509639.0
Ap205570,Em205570,Salaried,Douglas PLC Corp.,6.0,10366.0,80005575.0
Ap370846,Em370846,Salaried,Baldwin-Jones Corp.,25.1,20301.0,70501885.0
Ap100404,Em100404,Hourly,Andrews Ltd Corp.,17.3,10960.0,125134796.0
Ap803286,Em803286,Salaried,Hines-Roberts Corp.,3.6,14006.0,68511816.0
Ap374907,Em374907,Salaried,Rodgers Group Corp.,12.8,25580.0,62699462.0
Ap773744,Em773744,Salaried,Weber and Sons Corp.,2.6,13194.0,82014535.0
Ap815460,Em815460,Hourly,Norton Group Corp.,22.6,14870.0,56463358.0
Ap984574,Em984574,Salaried,Gonzalez Group Corp.,5.0,15783.0,32245176.0
Ap765220,Em765220,Salaried,Miller-Barton Corp.,15.3,19990.0,41257566.0
Ap335365,Em335365,Salaried,Fry Ltd Corp.,19.0,2399.0,75970000.0
Ap442786,Em442786,Salaried,"Mann, Dunlap and Mcneil Corp.",16.9,18588.0,80564252.0
Ap150612,Em150612,Salaried,Garcia-Mccullough Corp.,4.7,22634.0,75215163.0
Ap910006,Em910006,Salaried,"Butler, Butler and Rivera Corp.",17.6,21939.0,76621167.0
Ap909956,Em909956,Self-Employed,"Hayden, Brown and Atkinson LLC",2.2,22684.0,28164070.0
Ap300244,Em300244,Salaried,Waters-Marshall Corp.,16.5,24053.0,57983866.0
Ap897348,Em897348,Salaried,Williams-Mitchell Corp.,9.0,14047.0,21282218.0
Ap104809,Em104809,Salaried,Martinez-Horne Corp.,13.7,3760.0,10156371.0
Ap263273,Em263273,Salaried,"Cameron, Sims and Adams Corp.",4.8,20548.0,117857638.0
Ap808690,Em808690,Hourly,"King, Sims and Luna Corp.",7.8,6683.0,88137568.0
Ap244528,Em244528,Self-Employed,"Moore, Haynes and Holmes LLC",10.8,13986.0,121651901.0
Ap606964,Em606964,Self-Employed,Jordan Inc LLC,6.4,12367.0,74227165.0
Ap549613,Em549613,Salaried,"Stuart, Mcpherson and Carpenter Corp.",5.0,16018.0,47608423.0
Ap138765,Em138765,Salaried,Cortez Group Corp.,26.4,11347.0,98553682.0
Ap931538,Em931538,Salaried,Henry LLC Corp.,12.7,14030.0,99743543.0
Ap416076,Em416076,Self-Employed,"Lewis, Garcia and Parker LLC",6.5,9478.0,27301656.0
Ap943523,Em943523,Salaried,Price Ltd Corp.,1.8,2170.0,42487526.0
Ap646237,Em646237,Salaried,Gray-Callahan Corp.,28.3,15364.0,51299679.0
Ap301152,Em301152,Salaried,"Hall, Soto and Pierce Corp.",27.0,21694.0,11893099.0
Ap399888,Em399888,Salaried,"Waters, Sims and Miller Corp.",22.7,12150.0,96730821.0
Ap800903,Em800903,Salaried,Bentley-Chavez Corp.,8.0,22234.0,18392894.0
Ap994751,Em994751,Self-Employed,"Baird, Jimenez and Jackson LLC",13.0,14935.0,36449910.0
Ap192193,Em192193,Hourly,Glass Ltd Corp.,30.0,29279.0,36408663.0
Ap136187,Em136187,Salaried,Horne-Lamb Corp.,17.6,14298.0,87376595.0
Ap605950,Em605950,Salaried,"Green, Simpson and Burton Corp.",25.1,7846.0,32544592.0
Ap238311,Em238311,Self-Employed,Campbell-Hughes LLC,11.5,23262.0,86072913.0
Ap900921,Em900921,Salaried,Collins Group Corp.,20.8,2560.0,29272194.0
Ap608153,Em608153,Self-Employed,Simmons Ltd LLC,6.4,16198.0,45014802.0
Ap289089,Em289089,Salaried,Bird-Smith Corp.,20.4,10565.0,82632603.0
Ap686165,Em686165,Salaried,"Nguyen, Walker and Green Corp.",16.6,26454.0,39216522.0
Ap536341,Em536341,Salaried,Owens LLC Corp.,16.6,19696.0,121479167.0
Ap412066,Em412066,Salaried,"Potter, Robinson and Wilson Corp.",1.3,8565.0,128950537.0
Ap718362,Em718362,Salaried,Rollins-Robinson Corp.,13.8,20991.0,23856972.0
Ap787409,Em787409,Self-Employed,Gilmore LLC LLC,4.8,18211.0,86003241.0
Ap661419,Em661419,Hourly,Gillespie Inc Corp.,29.5,12443.0,65895331.0
Ap740053,Em740053,Hourly,Lee PLC Corp.,15.4,19291.0,110628000.0
Ap960395,Em960395,Self-Employed,Garner Inc LLC,2.8,20344.0,103716725.0
Ap731172,Em731172,Self-Employed,"Austin, Duncan and Garcia LLC",2.1,11894.0,93476117.0
Ap225917,Em225917,Salaried,"Hernandez, Crane and Cuevas Corp.",1.5,6512.0,10012389.0
Ap910717,Em910717,Salaried,Whitaker Group Corp.,22.3,18943.0,100253618.0
Ap399770,Em399770,Salaried,Scott LLC Corp.,4.3,14099.0,37298827.0
Ap798168,Em798168,Salaried,"Burns, Fisher and Thornton Corp.",2.1,26717.0,118447681.0
Ap581680,Em581680,Hourly,"Santos, Dodson and Allison Corp.",5.4,9649.0,55466314.0
Ap381342,Em381342,Salaried,Hughes-Bowers Corp.,14.7,19602.0,34828915.0
Ap639542,Em639542,Salaried,Mcpherson LLC Corp.,28.2,21620.0,72380114.0
Ap144238,Em144238,Salaried,"Herrera, Smith and Mcdonald Corp.",0.9,21897.0,110610542.0
Ap101252,Em101252,Salaried,Jones-Perkins Corp.,29.5,21952.0,95011619.0
Ap926196,Em926196,Hourly,Wright-Yang Corp.,21.3,8250.0,18938724.0
Ap964141,Em964141,Salaried,"Rowland, Smith and Mendez Corp.",10.6,19743.0,77785552.0
Ap585450,Em585450,Salaried,Clark PLC Corp.,13.8,5771.0,31411626.0
Ap415826,Em415826,Hourly,"Foster, Green and Harris Corp.",0.9,17880.0,112499185.0
Ap421638,Em421638,Salaried,Hicks Group Corp.,26.8,9722.0,101307288.0
Ap705605,Em705605,Salaried,May-Wood Corp.,22.9,22646.0,12186255.0
Ap427359,Em427359,Salaried,"Turner, Martinez and Russell Corp.",20.7,3758.0,19252784.0
Ap702875,Em702875,Salaried,Butler-Rosales Corp.,23.6,5833.0,94866001.0
Ap106949,Em106949,Hourly,"Rubio, Sanchez and Rodriguez Corp.",10.4,29512.0,84755724.0
Ap863185,Em863185,Salaried,Oconnor-Payne Corp.,15.9,8726.0,103300445.0
Ap417537,Em417537,Self-Employed,Hardin PLC LLC,1.9,20855.0,75673310.0
Ap828913,Em828913,Salaried,"Parks, Henry and Holloway Corp.",9.2,8471.0,14094099.0
Ap762301,Em762301,Hourly,Ashley PLC Corp.,13.6,10868.0,23643295.0
Ap650222,Em650222,Salaried,"Hernandez, Madden and Murray Corp.",6.7,26575.0,108965924.0
Ap880722,Em880722,Salaried,"Ball, Palmer and Johnson Corp.",4.3,28507.0,95605892.0
Ap555102,Em555102,Salaried,Smith-Holt Corp.,25.9,14332.0,18993109.0
Ap437889,Em437889,Salaried,"Oneal, Schmidt and Patrick Corp.",7.7,26564.0,50863077.0
Ap576467,Em576467,Salaried,"Weber, Wood and Manning Corp.",12.1,21705.0,65773372.0
Ap456600,Em456600,Salaried,White-Allen Corp.,22.4,29473.0,76333882.0
Ap415557,Em415557,Hourly,Weaver LLC Corp.,13.8,2937.0,96999727.0
Ap983671,Em983671,Salaried,Pugh-Holt Corp.,1.7,29559.0,98979774.0
Ap404462,Em404462,Self-Employed,Tapia-Williams LLC,14.9,5612.0,127600448.0
Ap350875,Em350875,Hourly,Ramirez-Herrera Corp.,13.1,6658.0,80789558.0
Ap563389,Em563389,Hourly,"Brown, Dominguez and Sanchez Corp.",0.8,10026.0,44378109.0
Ap170390,Em170390,Salaried,Garcia and Sons Corp.,23.9,2651.0,79584531.0
Ap807689,Em807689,Salaried,"Williams, Kane and Thomas Corp.",20.8,8628.0,43182448.0
Ap353490,Em353490,Salaried,Graham-Collier Corp.,21.0,27961.0,12882025.0
Ap667376,Em667376,Self-Employed,Garcia-Molina LLC,1.5,20748.0,52093557.0
Ap347940,Em347940,Self-Employed,Martin Group LLC,8.1,19827.0,86013192.0
Ap465340,Em465340,Self-Employed,Parker Inc LLC,11.7,12122.0,112107697.0
Ap533027,Em533027,Salaried,Delacruz-Adams Corp.,4.1,4709.0,88055695.0
Ap608041,Em608041,Salaried,Mitchell Group Corp.,9.4,25380.0,113922428.0
Ap417623,Em417623,Salaried,Liu and Sons Corp.,11.5,18139.0,100444333.0
Ap316464,Em316464,Salaried,Curtis-Christensen Corp.,10.2,18137.0,47554043.0
Ap842729,Em842729,Salaried,"Henry, Torres and Brooks Corp.",25.6,29835.0,101822828.0
Ap610736,Em610736,Salaried,"Davis, Jones and Lewis Corp.",5.7,24454.0,129035655.0
Ap906395,Em906395,Salaried,Perez LLC Corp.,25.3,8955.0,48744810.0
Ap417267,Em417267,Hourly,Andrade-Bennett Corp.,14.5,28551.0,102102372.0
Ap750199,Em750199,Salaried,Scott PLC Corp.,10.6,8410.0,18824650.0
Ap988900,Em988900,Hourly,Evans-Gomez Corp.,22.2,15956.0,111053182.0
Ap323777,Em323777,Self-Employed,Trujillo Ltd LLC,6.3,13476.0,24711472.0
Ap959909,Em959909,Salaried,"Blankenship, Hoover and Crawford Corp.",21.8,8576.0,100148040.0
Ap900820,Em900820,Salaried,Johnson-Spencer Corp.,14.2,15770.0,72122534.0
Ap105569,Em105569,Salaried,"James, Hernandez and Flowers Corp.",5.1,7746.0,106019296.0
Ap694124,Em694124,Salaried,Jackson Ltd Corp.,18.7,13195.0,75202697.0
Ap728861,Em728861,Salaried,Daugherty-Gonzalez Corp.,23.9,8205.0,51709431.0
Ap529802,Em529802,Salaried,Greene and Sons Corp.,17.4,2648.0,46595964.0
Ap358090,Em358090,Self-Employed,"Norton, Carey and Singh LLC",7.5,16233.0,28309372.0
Ap767375,Em767375,Salaried,Valdez-Mendoza Corp.,16.1,24056.0,50951947.0
Ap145002,Em145002,Salaried,Guzman PLC Corp.,16.9,12177.0,93625447.0
Ap871954,Em871954,Hourly,Walton LLC Corp.,11.8,19923.0,17682233.0
Ap761614,Em761614,Hourly,Lee-Hughes Corp.,16.8,17850.0,17441474.0
Ap779574,Em779574,Salaried,Jackson Ltd Corp.,29.0,15151.0,20255783.0
Ap598870,Em598870,Salaried,Campos PLC Corp.,25.3,21282.0,118169493.0
Ap311791,Em311791,Salaried,"Nicholson, Padilla and Summers Corp.",2.5,25242.0,15861137.0
Ap302846,Em302846,Salaried,Patterson Group Corp.,9.7,25577.0,50028281.0
Ap761450,Em761450,Self-Employed,Stone-Ramos LLC,15.0,19615.0,118910189.0
Ap766997,Em766997,Salaried,"Yates, Yoder and Reed Corp.",28.1,28231.0,83563519.0
Ap777775,Em777775,Salaried,Clarke PLC Corp.,14.4,23938.0,24322560.0
Ap124071,Em124071,Hourly,Goodman-Aguilar Corp.,25.0,21080.0,128208140.0
Ap682531,Em682531,Hourly,Kemp and Sons Corp.,19.9,5395.0,82025362.0
Ap994647,Em994647,Salaried,Smith-Marsh Corp.,5.0,28987.0,36632594.0
Ap272312,Em272312,Salaried,Solis-Shelton Corp.,5.9,24205.0,109952936.0
Ap357218,Em357218,Salaried,Perez-Rodriguez Corp.,0.6,17632.0,85514333.0
Ap314879,Em314879,Self-Employed,Lewis Group LLC,15.4,9742.0,71646066.0
Ap463714,Em463714,Hourly,"Simmons, Rodriguez and Brandt Corp.",0.8,5952.0,45941920.0
Ap526650,Em526650,Self-Employed,Bowman Group LLC,14.7,6060.0,125035329.0
Ap431868,Em431868,Salaried,Nelson Group Corp.,19.4,10377.0,97485078.0
Ap962129,Em962129,Hourly,Brown PLC Corp.,13.8,25345.0,80960076.0
Ap653020,Em653020,Salaried,"White, Lee and Thompson Corp.",10.4,26512.0,15728128.0
Ap745753,Em745753,Salaried,Harper-Ford Corp.,22.5,29245.0,30771244.0
Ap517170,Em517170,Salaried,Holt-Williams Corp.,25.0,5968.0,98727094.0
Ap157108,Em157108,Salaried,Hughes-Howard Corp.,13.5,24083.0,119483754.0
Ap580721,Em580721,Salaried,Banks-Hamilton Corp.,29.9,12221.0,90996098.0
Ap211195,Em211195,Self-Employed,Freeman-Norris LLC,4.2,20391.0,20097491.0
Ap989513,Em989513,Salaried,"Martinez, Rogers and Warner Corp.",28.8,22308.0,46850256.0
Ap136668,Em136668,Salaried,Trevino and Sons Corp.,27.4,20229.0,70680023.0
Ap385205,Em385205,Self-Employed,"Pugh, Norris and Page LLC",17.8,23690.0,13106739.0
Ap441396,Em441396,Hourly,"Hicks, Kim and Brown Corp.",25.6,13769.0,64092779.0
Ap664037,Em664037,Salaried,Cantrell-Sawyer Corp.,12.2,13545.0,14815320.0
Ap230560,Em230560,Salaried,"Mason, Arnold and Hamilton Corp.",23.2,21369.0,115318629.0
Ap466824,Em466824,Hourly,Hendricks Ltd Corp.,7.4,27098.0,100083338.0
Ap247979,Em247979,Salaried,"Lee, Greene and Blackburn Corp.",12.8,11917.0,49745261.0
Ap249849,Em249849,Salaried,"Duke, Johnston and Nguyen Corp.",27.3,3495.0,103172835.0
Ap848589,Em848589,Self-Employed,Lewis Inc LLC,13.2,12492.0,79667393.0
Ap151745,Em151745,Salaried,White-Hanson Corp.,0.9,13166.0,72698990.0
Ap470608,Em470608,Salaried,Vasquez-Haas Corp.,12.2,3660.0,127897840.0
Ap191865,Em191865,Salaried,"Terry, Thomas and Fisher Corp.",21.4,3644.0,53114338.0
Ap998860,Em998860,Salaried,Carey Ltd Corp.,29.4,20669.0,118439453.0
Ap312890,Em312890,Self-Employed,"Freeman, Wilson and Chambers LLC",11.1,3482.0,66954831.0
Ap123624,Em123624,Self-Employed,Burke-Hayes LLC,14.6,5923.0,89299007.0
Ap123321,Em123321,Salaried,Graves-Riley Corp.,7.4,25092.0,54849437.0
Ap503704,Em503704,Hourly,Hogan-Barajas Corp.,24.8,27026.0,104417146.0
Ap909006,Em909006,Self-Employed,Bauer-Barnes LLC,12.2,14951.0,40097837.0
Ap274293,Em274293,Salaried,Harris PLC Corp.,11.5,20403.0,116685940.0
Ap883415,Em883415,Salaried,Smith Group Corp.,10.8,9107.0,68579890.0
Ap286717,Em286717,Self-Employed,Oconnor Group LLC,3.8,19605.0,35716330.0
Ap480975,Em480975,Self-Employed,"Hays, Parks and Williams LLC",7.1,10437.0,123542144.0
Ap283868,Em283868,Salaried,Johnson-West Corp.,6.6,13425.0,69649923.0
Ap759792,Em759792,Salaried,Smith-Haynes Corp.,17.2,10515.0,109923240.0
Ap195257,Em195257,Self-Employed,"Moore, Fowler and Acevedo LLC",13.6,23004.0,123685344.0
Ap688579,Em688579,Salaried,Lin-Miller Corp.,21.8,2186.0,62583138.0
Ap310176,Em310176,Self-Employed,"Mcgrath, Gill and Ortiz LLC",5.2,21125.0,100040698.0
Ap290471,Em290471,Salaried,Rodriguez-Hale Corp.,20.3,11489.0,19094324.0
Ap572930,Em572930,Salaried,Burgess-Rodriguez Corp.,18.8,19445.0,65857463.0
Ap936860,Em936860,Hourly,Peterson-Jackson Corp.,6.0,12620.0,101238904.0
Ap843091,Em843091,Salaried,Costa-Powell Corp.,9.4,12940.0,100874754.0
Ap618862,Em618862,Salaried,Erickson Group Corp.,18.1,21768.0,66778554.0
Ap575774,Em575774,Salaried,"Black, James and Hart Corp.",2.6,27980.0,17788263.0
Ap735605,Em735605,Salaried,Russell and Sons Corp.,13.6,28924.0,76975392.0
Ap239789,Em239789,Self-Employed,"Williams, Zuniga and Allen LLC",13.7,16914.0,35341721.0
Ap489593,Em489593,Self-Employed,Jones-Humphrey LLC,19.1,20455.0,59516215.0
Ap915131,Em915131,Salaried,Sawyer and Sons Corp.,27.9,13408.0,51499217.0
Ap173686,Em173686,Self-Employed,Phillips-Robles LLC,9.7,8322.0,117038635.0
Ap167661,Em167661,Salaried,Washington-Riggs Corp.,16.7,6719.0,70158500.0
Ap668535,Em668535,Hourly,"Johnson, Harrison and Knight Corp.",14.4,10699.0,47185771.0
Ap345121,Em345121,Salaried,"Williams, Jones and Nguyen Corp.",15.8,5355.0,62977168.0
Ap772108,Em772108,Self-Employed,Johnston-Mullen LLC,6.0,16769.0,53459459.0
Ap467257,Em467257,Salaried,Malone-Harris Corp.,4.4,24358.0,117749717.0
Ap366765,Em366765,Salaried,Lynch LLC Corp.,3.6,15814.0,76139895.0
Ap246106,Em246106,Self-Employed,"Diaz, Hill and Duke LLC",8.4,10068.0,23928703.0
Ap358930,Em358930,Hourly,Rodriguez-Baker Corp.,29.4,13398.0,12164549.0
Ap760482,Em760482,Salaried,Hall Inc Corp.,9.6,28889.0,50255193.0
Ap904462,Em904462,Self-Employed,"Caldwell, Lara and Delacruz LLC",5.5,15178.0,21420300.0
Ap969270,Em969270,Salaried,"Bowman, Morris and Bradley Corp.",8.9,11386.0,75622578.0
Ap971149,Em971149,Self-Employed,"Collier, Gonzalez and Juarez LLC",2.2,21386.0,41843721.0
Ap548874,Em548874,Hourly,"Robinson, Murray and Brown Corp.",16.2,21966.0,10105539.0
Ap662926,Em662926,Salaried,Camacho-Humphrey Corp.,22.5,14738.0,59171375.0
Ap953499,Em953499,Salaried,"Williams, Griffith and Torres Corp.",23.1,20789.0,122868997.0
Ap218033,Em218033,Salaried,"Ortiz, Obrien and Hall Corp.",4.5,9936.0,80327680.0
Ap730265,Em730265,Salaried,Bender LLC Corp.,14.4,22156.0,109579607.0
Ap713157,Em713157,Salaried,Miller Ltd Corp.,14.2,24013.0,123646095.0
Ap729474,Em729474,Self-Employed,Sexton Inc LLC,3.7,20488.0,122141177.0
Ap921106,Em921106,Salaried,Garcia-Jones Corp.,29.6,25126.0,49247280.0
Ap266926,Em266926,Self-Employed,"Johnson, Jones and Mckinney LLC",14.0,16929.0,37549806.0
Ap670559,Em670559,Salaried,Coleman Group Corp.,29.9,12917.0,39145635.0
Ap960120,Em960120,Salaried,Stewart and Sons Corp.,6.8,11789.0,30163894.0
Ap531734,Em531734,Hourly,Farmer-Mills Corp.,23.1,29377.0,20570895.0
Ap473220,Em473220,Hourly,"Anderson, Giles and Castillo Corp.",25.3,3639.0,63972609.0
Ap765627,Em765627,Hourly,Shepherd Ltd Corp.,26.2,17781.0,81834729.0
Ap321897,Em321897,Salaried,Keller-Carpenter Corp.,11.0,13911.0,36031386.0
Ap101062,Em101062,Salaried,Coleman Group Corp.,28.8,25087.0,125674049.0
Ap347736,Em347736,Self-Employed,Allen-Norman LLC,5.1,20097.0,12653296.0
Ap674736,Em674736,Self-Employed,"Adams, Morris and Hart LLC",17.3,14805.0,127975212.0
Ap195462,Em195462,Salaried,Burns Ltd Corp.,28.6,25244.0,54039098.0
Ap499445,Em499445,Salaried,Smith-Rice Corp.,16.3,10358.0,53967682.0
Ap550009,Em550009,Salaried,Freeman-Andrade Corp.,13.2,20902.0,63011735.0
Ap870173,Em870173,Salaried,Roberts-Ferguson Corp.,10.2,26835.0,60506573.0
Ap672203,Em672203,Salaried,Smith-Martinez Corp.,20.9,2318.0,49368787.0
Ap366776,Em366776,Self-Employed,"Clark, Meyer and Lopez LLC",3.6,8790.0,29568167.0
Ap728880,Em728880,Salaried,Henry-Davis Corp.,20.9,6806.0,109151025.0
Ap758956,Em758956,Salaried,Baker-Weber Corp.,1.0,2309.0,125171416.0
Ap471923,Em471923,Hourly,Barnett Group Corp.,29.5,6199.0,17320359.0
Ap499384,Em499384,Salaried,Edwards-Montoya Corp.,6.3,7979.0,10824108.0
Ap732387,Em732387,Salaried,Forbes-Mccarthy Corp.,3.1,18726.0,123280448.0
Ap631849,Em631849,Salaried,Howard Group Corp.,2.3,20616.0,31531823.0
Ap567010,Em567010,Salaried,Davis-Smith Corp.,6.0,26752.0,70218165.0
Ap706440,Em706440,Self-Employed,Cook-Ruiz LLC,18.8,15210.0,116189938.0
Ap749324,Em749324,Self-Employed,Johnson-Hunter LLC,3.3,13376.0,34635797.0
Ap486193,Em486193,Self-Employed,Olson-Randolph LLC,4.0,13844.0,84626895.0
Ap126734,Em126734,Self-Employed,Dennis-Nguyen LLC,1.1,18312.0,15319883.0
Ap126069,Em126069,Salaried,"Martinez, Fritz and Wyatt Corp.",4.6,23156.0,11446239.0
Ap835265,Em835265,Salaried,Schneider Ltd Corp.,26.8,15729.0,17666987.0
Ap637198,Em637198,Salaried,Johnson LLC Corp.,8.8,9968.0,88319661.0
Ap435623,Em435623,Self-Employed,"Hernandez, Nicholson and Bean LLC",16.4,19192.0,109745790.0
Ap570951,Em570951,Salaried,Diaz-Davis Corp.,28.0,24861.0,59037655.0
Ap181264,Em181264,Salaried,Perry-Erickson Corp.,4.8,10639.0,18347865.0
Ap123275,Em123275,Hourly,"Williams, Shaw and Arnold Corp.",26.2,10864.0,44944009.0
Ap696562,Em696562,Self-Employed,"Mcbride, Lynn and Chandler LLC",19.9,20415.0,11382461.0
Ap574665,Em574665,Salaried,Ross LLC Corp.,20.2,2745.0,36732973.0
Ap462920,Em462920,Salaried,"Weaver, Floyd and Mcdaniel Corp.",12.7,21862.0,111372148.0
Ap291076,Em291076,Self-Employed,"Campbell, Warren and Cox LLC",8.5,14725.0,38631849.0
Ap294053,Em294053,Salaried,Jackson-Malone Corp.,17.2,21825.0,43696426.0
Ap809913,Em809913,Salaried,Dillon-Randall Corp.,13.8,28021.0,64233981.0
Ap672735,Em672735,Self-Employed,Everett PLC LLC,13.2,18154.0,105035048.0
Ap699991,Em699991,Self-Employed,Horn Group LLC,4.5,16434.0,90815360.0
Ap962522,Em962522,Salaried,Anderson Group Corp.,29.3,7871.0,27350678.0
Ap903692,Em903692,Salaried,"Alvarado, Barnes and Meyer Corp.",27.7,13215.0,15685119.0
Ap212581,Em212581,Salaried,"Madden, Rose and Avila Corp.",3.7,27584.0,77610384.0
Ap365956,Em365956,Hourly,"Hall, Perez and Bryant Corp.",12.4,24068.0,120840700.0
Ap521240,Em521240,Salaried,Schneider PLC Corp.,22.6,12819.0,126591891.0
Ap814016,Em814016,Salaried,"Patel, Jordan and Matthews Corp.",9.4,25885.0,112946890.0
Ap216421,Em216421,Salaried,Jackson Inc Corp.,10.9,16812.0,71298964.0
Ap625893,Em625893,Hourly,Thompson-Porter Corp.,8.3,11281.0,115110568.0
Ap564374,Em564374,Self-Employed,Brown Group LLC,5.1,14002.0,107535698.0
Ap172303,Em172303,Hourly,Mata and Sons Corp.,9.4,28619.0,33389031.0
Ap258211,Em258211,Self-Employed,"Garrett, Stephens and Baker LLC",17.4,18140.0,107331672.0
Ap287210,Em287210,Self-Employed,"Reed, Conley and Petersen LLC",14.7,18861.0,35080053.0
Ap886237,Em886237,Self-Employed,"Henry, Mccullough and Pacheco LLC",15.5,7699.0,75514466.0
Ap962557,Em962557,Self-Employed,Colon-Jones LLC,13.3,18692.0,64315825.0
Ap244990,Em244990,Salaried,Lee-Schneider Corp.,18.4,3776.0,24298872.0
Ap258518,Em258518,Self-Employed,Ashley Group LLC,11.4,11778.0,44082110.0
Ap224040,Em224040,Hourly,Patterson and Sons Corp.,9.4,2325.0,124140079.0
Ap768406,Em768406,Salaried,Barnes PLC Corp.,22.8,17856.0,57520559.0
Ap623138,Em623138,Salaried,Garcia LLC Corp.,20.1,8912.0,17218186.0
Ap518034,Em518034,Salaried,"Johnson, Robles and Leon Corp.",21.3,3159.0,55730891.0
Ap856254,Em856254,Salaried,Nelson Inc Corp.,20.7,17112.0,85873346.0
Ap890756,Em890756,Salaried,Andrews-Moon Corp.,26.6,15806.0,91853020.0
Ap962755,Em962755,Salaried,Lane-Stout Corp.,25.2,5945.0,63303906.0
Ap895543,Em895543,Self-Employed,"Wilson, Cook and Young LLC",10.2,13086.0,59083955.0
Ap640677,Em640677,Salaried,"Romero, Hamilton and Peterson Corp.",12.9,11247.0,45314696.0
Ap746465,Em746465,Hourly,Jackson-Frederick Corp.,26.3,29078.0,42914743.0
Ap403571,Em403571,Salaried,Gomez PLC Corp.,11.5,26334.0,19020437.0
Ap784106,Em784106,Self-Employed,"Phillips, Gonzales and Guerrero LLC",9.7,13703.0,87655355.0
Ap222883,Em222883,Salaried,Silva-Rogers Corp.,3.7,29906.0,106612460.0
Ap843246,Em843246,Self-Employed,Willis-Taylor LLC,11.7,12975.0,102949357.0
Ap862501,Em862501,Salaried,Hatfield Inc Corp.,9.6,13456.0,103379780.0
Ap487952,Em487952,Self-Employed,"Warren, Edwards and Davis LLC",12.4,20002.0,69412202.0
Ap212221,Em212221,Hourly,Wilson Ltd Corp.,29.0,29749.0,50311846.0
Ap899666,Em899666,Salaried,Clark Group Corp.,5.1,3886.0,110940445.0
Ap360669,Em360669,Salaried,Branch-Barnett Corp.,4.1,18827.0,39766959.0
Ap859224,Em859224,Self-Employed,Morgan Inc LLC,1.4,6521.0,28580175.0
Ap939873,Em939873,Salaried,Dillon Group Corp.,9.6,13612.0,104161489.0
Ap625134,Em625134,Self-Employed,Walker LLC LLC,11.9,7341.0,125026655.0
Ap635242,Em635242,Hourly,"Hess, Smith and Fitzpatrick Corp.",23.5,6144.0,92306149.0
Ap441383,Em441383,Hourly,Williams and Sons Corp.,21.6,24476.0,128438790.0
Ap344761,Em344761,Self-Employed,Moore-Chang LLC,10.6,19575.0,55985549.0
Ap932946,Em932946,Self-Employed,Gonzales-Perkins LLC,19.1,23253.0,36780381.0
Ap974668,Em974668,Salaried,Martinez LLC Corp.,4.9,11554.0,97963626.0
Ap984011,Em984011,Salaried,Price-Duncan Corp.,16.1,15542.0,78963548.0
Ap237541,Em237541,Hourly,Robles-Hanna Corp.,22.3,20026.0,57196611.0
Ap928533,Em928533,Salaried,Proctor PLC Corp.,15.2,13662.0,80858405.0
Ap164323,Em164323,Salaried,Williams-Hines Corp.,17.5,23775.0,108684742.0
Ap716210,Em716210,Salaried,Moreno-Medina Corp.,13.7,10287.0,42122548.0
Ap289139,Em289139,Salaried,Lopez PLC Corp.,18.6,11600.0,21715950.0
Ap280448,Em280448,Salaried,Anderson-Simmons Corp.,25.5,15456.0,62539580.0
Ap800947,Em800947,Salaried,"Pitts, Powell and Chambers Corp.",16.1,14670.0,80512783.0
Ap335659,Em335659,Salaried,Moon-Butler Corp.,28.1,8840.0,122942143.0
Ap489678,Em489678,Salaried,"Avery, Douglas and Tucker Corp.",29.6,25373.0,87724231.0
Ap954016,Em954016,Hourly,"Walker, Washington and Vega Corp.",25.7,24733.0,34679562.0
Ap204537,Em204537,Self-Employed,Murphy PLC LLC,16.5,16834.0,29081372.0
Ap964909,Em964909,Salaried,Thompson-Phillips Corp.,20.6,4123.0,60880833.0
Ap341983,Em341983,Salaried,Howard-Lowery Corp.,17.5,20310.0,98429729.0
Ap666821,Em666821,Salaried,Roberts PLC Corp.,2.9,2362.0,82812656.0
Ap888260,Em888260,Salaried,"Wilson, Gray and Anderson Corp.",27.5,5640.0,61309041.0
Ap101917,Em101917,Salaried,"Reid, Trevino and King Corp.",6.7,7538.0,72514870.0
Ap382762,Em382762,Salaried,Fernandez-Strong Corp.,13.3,16661.0,90901229.0
Ap656542,Em656542,Salaried,"Wong, Villarreal and Esparza Corp.",3.0,17632.0,86153065.0
