applicant_id,applicant_ssn,applicant_full_name,applicant_date_of_birth,applicant_gender,applicant_marital_status,applicant_level_of_education
Ap417537,190-82-5194,Nancy Johnson,1951-05-10,Female,Separated,Associate's Degree
Ap828913,036-58-7134,David Porter,1982-03-03,Other,Widowed,Bachelor's Degree
Ap762301,897-93-1770,Michael Chambers,1952-11-14,Female,Separated,Some College
Ap650222,086-42-8745,Frederick Lee,1998-08-28,Other,Married,Bachelor's Degree
Ap880722,238-69-4440,Jacqueline Kirk,1997-03-20,Other,Divorced,Bachelor's Degree
Ap555102,653-45-5559,AMANDA MARTINEZ,1989-08-07,Other,Separated,Bachelor's Degree
Ap437889,133-88-0467,Elizabeth Rubio,1998-05-26,Female,Married,High School Diploma
Ap576467,856-70-7631,Anna Johnson,2003-08-17,Female,Separated,Doctorate
Ap456600,054-81-4272,Lauren Huffman,1980-04-25,Female,Widowed,Master's Degree
Ap415557,291-77-5616,Lindsey Duran,1996-01-18,Male,Divorced,High School Diploma
Ap983671,025-25-8892,Kelly Stevens,1967-04-13,Male,Widowed,Associate's Degree
Ap404462,638-60-8534,NATALIE BURKE,1951-02-03,Female,Single,Some College
Ap350875,004-14-3929,Michael Obrien,1952-02-21,Male,Single,High School Diploma
Ap563389,257-76-3546,Tammy Gordon,1996-04-07,Other,Single,Master's Degree
Ap170390,850-77-3220,Jeff Turner,2000-11-02,Other,Separated,Associate's Degree
Ap807689,088-88-9800,April Bell,1976-08-16,Other,Separated,Doctorate
Ap353490,300-96-4876,Thomas Sherman,1959-06-15,Male,Married,High School Diploma
Ap667376,594-41-1447,Heather Lucas,1995-01-30,Other,Separated,Bachelor's Degree
Ap347940,456-54-7902,Michael West,1955-08-27,Male,Single,Doctorate
Ap465340,421-16-7381,Michael Macdonald,1970-09-14,Male,Married,Some College
Ap533027,865-05-1498,Michael Miller,2004-12-09,Male,Separated,Some College
Ap608041,818-24-0121,Christopher Smith,1964-07-15,Female,Married,Doctorate
Ap417623,831-05-4193,Jeanette Alexander,1981-02-05,Female,Widowed,Associate's Degree
Ap316464,648-70-7140,Kelly Weaver,1988-04-09,Male,Married,Master's Degree
Ap842729,001-17-3241,Kevin Gross,2005-01-04,Female,Separated,High School Diploma
Ap610736,581-58-4757,April Robbins,1990-09-28,Other,Separated,Some College
Ap906395,373-60-2715,Fred Carr,1987-03-12,Other,Married,Master's Degree
Ap417267,286-52-5251,David Daugherty,1959-03-13,Other,Widowed,Some College
Ap750199,488-68-6706,Laura Morgan,1978-06-26,Female,Divorced,High School Diploma
Ap988900,692-85-0018,Crystal Lynch,1968-05-23,Female,Married,Master's Degree
Ap323777,046-49-2140,Julie Jones,1959-12-30,Other,Married,Bachelor's Degree
Ap959909,880-13-8657,Brian Adams,1970-12-27,Other,Separated,High School Diploma
Ap900820,056-78-2582,Joseph Bush,1982-05-19,Male,Married,Doctorate
Ap105569,859-09-5186,Sydney Romero,1972-04-28,Other,Widowed,Master's Degree
Ap694124,020-76-0937,Jacob Norris,1961-06-23,Female,Divorced,Some College
Ap728861,015-96-3332,Julie Spencer,1991-06-08,Male,Widowed,Some College
Ap529802,707-90-5658,Todd Yu,1997-04-20,Male,Separated,Master's Degree
Ap358090,870-54-1051,Thomas Owens,1963-09-10,Other,Divorced,Some College
Ap767375,361-12-2402,Robert Rice,1994-07-06,Female,Separated,Some College
Ap145002,523-48-4744,Donald Harrell,1975-04-18,Female,Married,Some College
Ap871954,590-23-9623,Madison Miller,1958-08-28,Male,Separated,Master's Degree
Ap761614,309-33-6305,Natalie Logan,1998-10-26,Other,Single,Associate's Degree
Ap779574,083-56-1825,Joel Steele,1959-07-06,Other,Separated,Bachelor's Degree
Ap598870,080-96-9669,Sarah Warner,1986-10-01,Male,Single,Some College
Ap311791,056-37-9826,Karen Riley,1972-05-08,Other,Widowed,Bachelor's Degree
Ap302846,309-46-1117,Christopher Thomas,1992-02-13,Male,Single,Some College
Ap761450,748-57-5988,Kara Golden,1973-08-31,Female,Widowed,Associate's Degree
Ap766997,815-96-5232,HEATHER SWEENEY,1971-05-27,Male,Separated,Some College
Ap777775,668-20-7528,Patrick Dawson,2006-08-15,Female,Widowed,Master's Degree
Ap124071,212-57-8010,Steven Douglas,1965-04-14,Female,Married,Master's Degree
Ap682531,640-78-7666,Melissa Carter DDS,1954-08-09,Female,Single,Bachelor's Degree
Ap994647,280-27-9943,Shane Davis,1985-05-11,Other,Divorced,Doctorate
Ap272312,509-34-2407,Jennifer Mcdonald,1998-09-27,Male,Widowed,Master's Degree
Ap357218,625-13-1868,James Miller,1959-08-23,Female,Widowed,Master's Degree
Ap314879,734-39-2111,Gwendolyn Carter,1955-08-08,Other,Widowed,Some College
Ap463714,398-62-4374,Christopher Smith,1975-12-08,Male,Divorced,Doctorate
Ap526650,099-26-4270,Denise Willis,1978-06-22,Male,Divorced,Associate's Degree
Ap431868,897-10-1352,Krystal Gonzales,2004-08-01,Male,Separated,Associate's Degree
Ap962129,139-30-7583,Ronald Moore,2004-10-25,Other,Single,Doctorate
Ap653020,114-13-6025,Taylor Mays,1968-01-04,Female,Divorced,Associate's Degree
Ap745753,365-78-3497,Jody Valentine,1987-11-19,Male,Married,Doctorate
Ap517170,788-10-8874,Mary Johnson,1964-08-03,Other,Separated,Bachelor's Degree
Ap157108,280-27-9569,Lisa Cruz,1966-08-11,Male,Divorced,Associate's Degree
Ap580721,553-18-1778,Michael Gill,1983-06-13,Female,Separated,Doctorate
Ap211195,216-44-2209,Karen West,1949-05-17,Male,Separated,Some College
Ap989513,226-94-8111,Paul Hunter,1986-03-15,Male,Divorced,Bachelor's Degree
Ap136668,158-53-8505,Wanda Perez,1953-04-28,Other,Divorced,Doctorate
Ap385205,145-33-0179,Carol Lang,1973-03-08,Female,Married,Some College
Ap441396,362-94-7941,Daniel Braun,1972-07-19,Female,Separated,Master's Degree
Ap664037,466-72-6418,John Williams,1954-04-28,Female,Separated,Master's Degree
Ap230560,298-83-8744,Nancy Henderson,1971-05-16,Other,Single,High School Diploma
Ap466824,091-72-4143,DAVID HOLT,2001-11-01,Other,Separated,Some College
Ap247979,517-88-7693,Ann Douglas,1964-10-11,Other,Single,Master's Degree
Ap249849,866-40-2223,Paul Wong,2001-03-24,Male,Single,Doctorate
Ap848589,236-21-7932,Joel Owens,1983-08-24,Other,Widowed,Some College
Ap151745,562-93-5171,Jennifer Douglas,1968-12-21,Female,Separated,Some College
Ap470608,386-44-7406,Matthew Wagner,1952-07-03,Female,Separated,Doctorate
Ap191865,321-87-9074,Chelsea Smith,1999-01-20,Female,Separated,Doctorate
Ap998860,171-76-1826,Michael Smith,1968-02-12,Other,Separated,Doctorate
Ap312890,423-99-8031,Jessica Velez,1965-07-20,Female,Separated,Doctorate
Ap123624,320-84-9842,Stephen Bennett,1999-09-15,Other,Married,Associate's Degree
Ap123321,325-71-4571,Christopher Morgan,1991-02-05,Other,Widowed,Some College
Ap503704,018-63-6252,Michael Reed,1992-12-18,Female,Married,Associate's Degree
Ap909006,002-69-6176,Desiree Moore,1972-06-07,Male,Single,Associate's Degree
Ap274293,280-88-4045,Jeffrey Mitchell,1957-06-27,Female,Widowed,High School Diploma
Ap883415,114-91-9792,Frank White,1986-02-19,Female,Single,Bachelor's Degree
Ap286717,285-21-3823,Marcia Singh,1998-11-13,Other,Married,Bachelor's Degree
Ap480975,474-88-5208,Kimberly Cummings,1969-12-18,Female,Divorced,Some College
Ap283868,561-16-9847,Blake Phillips,1963-07-15,Male,Divorced,Bachelor's Degree
Ap759792,140-63-6922,Paul Mann,1991-09-13,Female,Widowed,Doctorate
Ap195257,121-64-4156,Judy Myers,1973-02-26,Female,Separated,Associate's Degree
Ap688579,178-08-4763,Brandon Chen,1950-03-11,Female,Widowed,Some College
Ap310176,365-49-8428,JOSEPH KIM,1979-05-11,Other,Separated,Doctorate
Ap290471,037-02-2901,Bradley Underwood,1984-06-04,Female,Widowed,Doctorate
Ap572930,121-43-2189,David Fisher,1958-04-06,Female,Divorced,Some College
Ap936860,825-01-1218,Sarah Jones,1971-01-30,Female,Single,Some College
Ap843091,110-92-6380,Lisa Walker,1949-04-09,Male,Separated,High School Diploma
Ap618862,186-04-1379,Bryan Klein,1982-10-06,Female,Widowed,Bachelor's Degree
Ap575774,410-77-9830,Douglas Bush,1966-07-17,Other,Widowed,Doctorate
Ap735605,046-73-5353,Glenda Morgan,1988-05-29,Male,Separated,Some College
Ap239789,485-95-8577,John Moore,1967-09-10,Other,Separated,High School Diploma
Ap489593,024-57-0145,Kevin Golden,1974-02-07,Other,Single,Associate's Degree
Ap915131,551-03-9198,Anthony Hodges,1953-12-27,Other,Widowed,Some College
Ap173686,089-01-3862,Ashley Garcia,1979-09-06,Other,Widowed,Some College
Ap167661,608-89-8472,Ruben Smith,1971-02-19,Other,Separated,High School Diploma
Ap668535,531-94-2624,Lance Preston,1974-04-29,Male,Single,Master's Degree
Ap345121,155-53-3455,JESUS HUFF,1986-07-10,Female,Divorced,Associate's Degree
Ap772108,253-23-2029,Crystal Gould,1955-02-23,Other,Single,Some College
Ap467257,268-26-3309,Melinda Ray,1963-10-22,Other,Separated,Doctorate
Ap366765,233-58-6867,JACQUELINE HANCOCK,1976-09-26,Other,Widowed,Some College
Ap246106,804-26-7421,Joseph Wallace,1999-11-30,Female,Widowed,Some College
Ap358930,664-38-2983,Molly Holmes,1971-11-26,Male,Divorced,Associate's Degree
Ap760482,502-58-0885,Linda Tucker,1954-10-06,Female,Separated,Some College
Ap904462,598-04-0447,Robin Gonzalez,1989-03-18,Other,Separated,High School Diploma
Ap969270,323-18-1622,Tammy Acevedo,1955-11-15,Male,Married,Bachelor's Degree
Ap971149,681-68-1595,Michael Brown,1957-10-30,Female,Divorced,Some College
Ap548874,643-44-0574,Pamela Ramirez,1997-12-02,Other,Widowed,Master's Degree
Ap662926,410-09-5417,Robert Mclaughlin,1981-04-14,Other,Single,Doctorate
Ap953499,509-34-6241,Jeffery Price,2006-02-05,Other,Divorced,Master's Degree
Ap218033,317-40-4525,Christina Stewart,1954-03-30,Male,Widowed,Doctorate
Ap730265,350-74-6663,Michael Sandoval,2006-06-10,Other,Divorced,Master's Degree
Ap713157,321-67-0766,Ryan Walton,2001-12-20,Male,Widowed,High School Diploma
Ap729474,866-14-9934,Nicholas Brown,1970-01-30,Male,Widowed,Bachelor's Degree
Ap921106,581-73-2723,Duane Johnson,1990-01-30,Male,Divorced,High School Diploma
Ap266926,704-30-6928,Tara Nash,2006-04-13,Other,Married,Doctorate
Ap670559,554-03-4515,Hannah Schwartz,1981-12-07,Other,Separated,Associate's Degree
Ap960120,572-71-5096,Lauren Bowen,2005-04-30,Male,Divorced,Associate's Degree
Ap531734,420-39-9469,John Wells,1962-09-23,Other,Single,Associate's Degree
Ap473220,365-08-2431,Hannah Miller,1954-12-08,Female,Separated,High School Diploma
Ap765627,538-12-3529,Joseph Campbell,1975-03-23,Female,Separated,High School Diploma
Ap321897,104-45-8086,Sydney Kelly,1983-08-17,Female,Separated,Associate's Degree
Ap101062,866-36-4632,William Hill,1999-04-17,Other,Single,Some College
Ap347736,644-88-0897,David Walker,1970-01-07,Other,Widowed,Some College
Ap674736,013-80-3809,Linda Sanchez,1983-12-08,Male,Separated,Master's Degree
Ap195462,150-74-8275,Vickie Steele,1974-09-01,Other,Widowed,Some College
Ap499445,086-79-6995,Rachael Webb,1972-10-14,Other,Widowed,Associate's Degree
Ap550009,611-59-7446,Thomas Ramirez,1983-10-30,Female,Widowed,Doctorate
Ap870173,540-10-2511,Mrs. Tiffany Whitehead,1975-12-05,Female,Single,Associate's Degree
Ap672203,371-66-4803,James Gutierrez,1981-09-15,Female,Single,Doctorate
Ap366776,299-88-0785,Cameron Davis,1957-07-12,Other,Divorced,Some College
Ap728880,634-21-3302,Suzanne Stevens,1973-07-13,Male,Separated,Doctorate
Ap758956,722-72-3257,Robert Williams,1996-09-28,Female,Single,Some College
Ap471923,533-03-1962,Kristin Johnston,1968-08-02,Female,Divorced,Master's Degree
Ap499384,674-84-8119,Lawrence Pope,1995-12-13,Female,Widowed,Associate's Degree
Ap732387,672-20-9476,Marilyn Chen,1986-01-18,Other,Widowed,High School Diploma
Ap631849,543-40-1606,Melissa Benitez,1990-02-11,Other,Divorced,Some College
Ap567010,771-57-3335,Samantha Salazar,1982-02-23,Other,Separated,Some College
Ap706440,279-22-0111,Nicholas Morales,1974-02-26,Other,Divorced,Some College
Ap749324,488-01-1272,William Lewis,1977-01-29,Male,Single,Doctorate
Ap486193,330-23-5254,Andrew Velasquez,1967-02-02,Female,Separated,Bachelor's Degree
Ap126734,251-62-0535,Stephen Dodson,1964-05-23,Male,Widowed,Master's Degree
Ap126069,323-07-9971,Amy Kirby,1979-12-17,Male,Widowed,Doctorate
Ap835265,718-52-5161,Deanna Gonzales,1988-05-10,Other,Married,Some College
Ap637198,589-46-4707,Kevin Peterson,1962-02-03,Other,Single,Some College
Ap435623,626-82-3328,Anthony Martinez,1997-08-11,Female,Divorced,Associate's Degree
Ap570951,702-54-2566,Michael Nelson,1953-06-20,Female,Single,Some College
Ap181264,499-11-0710,Todd Nelson,1967-10-17,Male,Married,Doctorate
Ap123275,788-71-9822,Vanessa Walker DDS,1987-04-25,Female,Married,Associate's Degree
Ap696562,099-36-9669,Donald Avery,1996-03-26,Female,Married,Associate's Degree
Ap574665,387-24-9608,Michele Miller,1998-07-11,Other,Widowed,Master's Degree
Ap462920,250-15-4777,Jesse Barrett,1957-03-10,Other,Divorced,Bachelor's Degree
Ap291076,540-56-1926,Isaiah Marshall,1961-11-20,Female,Single,Some College
Ap294053,459-52-8012,Steven Bentley,1997-01-03,Female,Single,Some College
Ap809913,174-47-7852,Lisa Howell,1974-05-18,Other,Separated,Bachelor's Degree
Ap672735,541-89-8167,Crystal Ewing,1987-04-09,Male,Married,Bachelor's Degree
Ap699991,407-12-1718,STEPHANIE MARTINEZ,1964-10-19,Other,Divorced,Bachelor's Degree
Ap962522,340-91-7622,Rachael Nelson,2001-10-06,Female,Widowed,Some College
Ap903692,541-86-1130,Adam Eaton,2005-03-22,Female,Single,Some College
Ap212581,004-99-8051,Thomas Brown,1981-02-03,Female,Married,Bachelor's Degree
Ap365956,516-52-6709,Jacob Freeman,1968-08-24,Other,Married,Some College
Ap521240,383-48-5076,Robin Warren,1960-11-04,Male,Single,Associate's Degree
Ap814016,216-80-7298,Alicia Parker,1978-11-28,Female,Married,Doctorate
Ap216421,812-24-9407,Justin Palmer,1966-01-13,Male,Married,Master's Degree
Ap625893,633-03-3501,Donald Mitchell,1963-03-19,Female,Separated,Some College
Ap564374,868-12-2432,Jessica Brown,1982-05-25,Female,Divorced,High School Diploma
Ap172303,325-36-1496,Dylan Hobbs,2000-11-03,Other,Married,Doctorate
Ap258211,586-86-7730,John Barker,1987-01-01,Male,Widowed,Bachelor's Degree
Ap287210,321-83-9253,Amber Turner,1984-08-18,Other,Separated,Doctorate
Ap886237,392-78-9660,Mary Russell,1950-10-29,Female,Separated,High School Diploma
Ap962557,684-45-5149,Brenda Patrick,1987-02-01,Other,Single,Doctorate
Ap244990,631-43-9465,Nicole Moran,1958-11-03,Male,Separated,Some College
Ap258518,498-53-1866,David Kirk,1966-05-27,Female,Married,Doctorate
Ap224040,169-37-7970,AMY LOPEZ,1987-05-20,Male,Single,Some College
Ap768406,804-54-2494,Mark Farrell,1980-11-13,Male,Single,Some College
Ap623138,529-22-4929,Christian Nelson,1955-09-01,Other,Married,Some College
Ap518034,211-86-2707,Margaret Garcia PhD,1968-06-25,Female,Married,Master's Degree
Ap856254,128-85-8917,Gloria Walsh,1964-06-10,Other,Divorced,Some College
Ap890756,741-14-7253,Robert Barr,1951-01-29,Other,Separated,Associate's Degree
Ap962755,099-86-1328,Emily Case,1985-04-28,Female,Single,Doctorate
Ap895543,880-58-2632,Colin Smith,1978-09-18,Male,Separated,Some College
Ap640677,169-16-2454,Henry Ferguson,2003-02-19,Female,Divorced,Associate's Degree
Ap746465,238-10-9524,Luis Sanchez MD,1991-05-16,Male,Married,Associate's Degree
Ap403571,496-30-5813,Andrea Walker,1998-01-27,Female,Single,Master's Degree
Ap784106,184-38-9529,Edward Norman,1977-11-30,Female,Single,Doctorate
Ap222883,064-77-0283,Aaron Holmes,1998-05-30,Male,Widowed,Bachelor's Degree
Ap843246,487-35-7993,Nicole Stanley,1985-11-19,Female,Single,Some College
Ap862501,230-03-7090,Taylor Hardy,1976-04-07,Female,Widowed,Doctorate
Ap487952,797-16-8291,Erica Holden,1962-08-25,Other,Married,Associate's Degree
Ap212221,405-04-2284,Paul James,1987-08-08,Male,Married,Bachelor's Degree
Ap899666,370-94-4286,Nancy Watkins,1991-05-05,Male,Separated,Some College
Ap360669,456-96-8698,Allison Rice,2006-03-01,Male,Divorced,Some College
Ap859224,108-12-3101,Francisco Carter,1983-03-24,Male,Widowed,Associate's Degree
Ap939873,261-90-6365,Brittany Ramos,1989-04-16,Female,Widowed,High School Diploma
Ap625134,804-51-4531,Hannah Thompson MD,1988-04-21,Female,Separated,Some College
Ap635242,521-72-4361,Gregory Hughes,1969-01-25,Other,Married,Bachelor's Degree
Ap441383,097-81-8726,Gregg Stuart,1987-05-10,Female,Widowed,Doctorate
Ap344761,631-63-4538,Briana Carter,1984-07-22,Other,Married,Some College
Ap932946,875-76-9543,Ariana Gray,1974-09-25,Male,Widowed,Some College
Ap974668,227-34-8475,Eric Calhoun,1986-02-12,Male,Married,High School Diploma
Ap984011,504-44-8918,Jill Harris,1985-12-18,Male,Married,Some College
Ap237541,464-91-5098,Whitney Carney,1994-05-15,Male,Separated,Some College
Ap928533,800-87-6190,Tina Reed,1976-09-13,Male,Married,Associate's Degree
Ap164323,433-42-4224,John Woodward,1951-01-02,Female,Married,Associate's Degree
Ap716210,132-38-8788,Candice Livingston,2003-07-20,Male,Divorced,Some College
Ap289139,758-59-3094,Kimberly Nash,1992-02-21,Male,Separated,Some College
Ap280448,354-52-3505,Kyle Combs,1999-10-28,Other,Single,Master's Degree
Ap800947,767-89-3018,Erica Harper,1997-01-24,Female,Widowed,Some College
Ap335659,018-34-5582,Rachel Robinson,1983-07-10,Female,Married,Doctorate
Ap489678,688-45-7120,GARY BRADLEY,1983-03-13,Female,Widowed,Master's Degree
Ap954016,409-29-0315,Tonya White,2004-11-23,Other,Married,Master's Degree
Ap204537,129-50-5181,Emily Spencer,1969-02-03,Female,Divorced,Master's Degree
Ap964909,150-67-3557,Marissa Leblanc,1980-02-14,Male,Single,Bachelor's Degree
Ap341983,582-75-9426,Robert Smith,2001-09-28,Female,Widowed,High School Diploma
Ap666821,172-73-7513,Caroline Davis,1999-11-30,Female,Separated,Bachelor's Degree
Ap888260,759-27-3043,Daniel Simpson,1953-12-29,Male,Separated,Master's Degree
Ap101917,710-65-4353,ERIK COLLINS,1960-04-15,Other,Single,Bachelor's Degree
Ap382762,546-97-5090,Sherri Horn,1981-05-05,Male,Widowed,Some College
Ap656542,860-13-8253,Timothy Howard,1983-02-20,Other,Divorced,High School Diploma
Ap886275,262-83-1032,Jennifer Thomas,1959-04-16,Female,Divorced,Some College
Ap467436,336-43-2931,Peter Rodriguez DVM,1962-11-29,Male,Separated,Doctorate
Ap609930,436-43-7027,Vanessa Costa,1997-08-23,Female,Divorced,High School Diploma
Ap671650,330-79-4609,Vincent Thompson,1959-12-25,Other,Married,Master's Degree
Ap382272,830-30-0297,Patricia Garcia,1963-10-29,Female,Divorced,Bachelor's Degree
Ap485925,711-94-5518,Daniel Warner,2007-03-12,Other,Widowed,Some College
Ap866641,624-69-1011,Ashley Moore,1975-10-09,Female,Separated,Bachelor's Degree
Ap814743,715-89-3442,Jeremiah Adams,2004-07-05,Other,Separated,Associate's Degree
Ap689833,682-66-6315,Melissa Fletcher,1982-05-16,Male,Single,Some College
Ap182180,124-79-3977,Ariel Cox,1976-03-13,Other,Divorced,Some College
Ap712246,845-64-4660,Janice Hernandez,1998-11-27,Female,Single,Doctorate
Ap503081,181-36-1016,Gabrielle Hawkins,1990-10-30,Other,Single,Doctorate
Ap401953,453-12-8973,Natalie Nichols,1965-10-10,Other,Single,Master's Degree
Ap478892,005-50-1795,Jodi Crawford,1960-10-21,Male,Married,Master's Degree
Ap105287,288-82-5804,Jamie Moore,1962-12-20,Male,Married,Associate's Degree
Ap357665,019-06-5579,Colin Barton,1964-10-09,Female,Widowed,Associate's Degree
Ap108512,754-35-2730,WENDY WRIGHT,2005-05-12,Male,Separated,Bachelor's Degree
Ap756702,141-78-0933,Emily Porter,1959-04-13,Female,Divorced,Master's Degree
Ap556292,230-73-6304,Christopher Lucas,1958-09-26,Female,Widowed,Doctorate
Ap208872,418-70-7820,Nancy Roberts,1954-05-30,Male,Single,Associate's Degree
Ap872042,520-08-6739,Candace Lara,1998-08-26,Male,Single,Master's Degree
Ap193070,163-33-0819,Duane Lynch,1996-02-27,Other,Separated,High School Diploma
Ap704055,720-95-3399,Christian Reed MD,2000-01-03,Female,Married,Doctorate
Ap722117,191-37-2414,Angela Martinez,1957-09-06,Other,Married,Bachelor's Degree
Ap529474,323-63-1694,Vickie Sullivan,1971-12-31,Other,Single,Some College
Ap142078,395-50-6623,Robert Dominguez,2002-02-06,Female,Single,Bachelor's Degree
Ap468432,183-67-7782,Norma Hernandez,1965-07-10,Male,Widowed,High School Diploma
Ap707812,577-82-2877,Phillip Dixon,1952-05-28,Female,Widowed,Master's Degree
Ap327645,051-83-5446,Christopher Marquez,1982-02-10,Female,Widowed,Master's Degree
Ap636507,895-25-7706,Adam Cobb,1971-01-19,Female,Married,High School Diploma
Ap886667,257-09-1897,Charles Medina,1987-09-28,Other,Married,Associate's Degree
Ap405073,745-04-2486,Courtney Tanner,2002-05-03,Male,Widowed,Associate's Degree
Ap227309,287-15-6808,Emily Cherry,1949-07-26,Male,Divorced,Bachelor's Degree
Ap429588,845-55-9076,Kayla Williams,1991-06-29,Female,Widowed,Master's Degree
Ap763927,180-27-4851,Judith Christensen,1980-11-10,Female,Divorced,High School Diploma
Ap988266,849-78-8412,Christopher Moyer,2000-03-17,Female,Separated,Master's Degree
Ap564008,166-14-1385,Elizabeth Rhodes,1998-02-24,Other,Single,Doctorate
Ap820801,075-24-0778,Michelle Meyers,1951-10-07,Other,Divorced,Bachelor's Degree
Ap446699,542-18-7335,Candace Massey,2000-05-09,Female,Widowed,Associate's Degree
Ap435842,013-77-5703,Jocelyn Long,1964-04-06,Other,Divorced,Doctorate
Ap486594,778-36-3279,Lisa Hinton,1967-06-25,Male,Separated,Doctorate
Ap872608,285-34-2035,Sharon Sanchez,1972-07-22,Other,Widowed,High School Diploma
Ap760775,493-98-8841,Jack Allen,1989-01-22,Male,Divorced,Master's Degree
Ap791519,638-39-6700,Maria Davis,1974-06-23,Female,Divorced,Some College
Ap143925,277-73-1854,Cindy Hudson,1957-06-05,Male,Separated,Master's Degree
Ap237023,362-29-6860,Andrew Chaney,1979-04-01,Female,Single,Some College
Ap187388,822-59-0789,Brian King,1954-03-13,Male,Single,Doctorate
Ap632295,832-66-8891,Rebekah Lane,1950-02-18,Male,Married,Doctorate
Ap357802,090-83-5415,Alyssa Knapp MD,1991-09-28,Male,Divorced,Bachelor's Degree
Ap535048,079-94-6906,Megan Silva,1953-03-06,Male,Divorced,Master's Degree
Ap158596,337-74-6019,April Cortez,1963-02-18,Male,Separated,Doctorate
Ap451005,181-72-1546,Mrs. Monica Hudson,1953-10-11,Male,Separated,Bachelor's Degree
Ap879554,763-85-6993,Elizabeth Nguyen,1966-11-06,Female,Widowed,Some College
Ap973172,399-77-5805,Michael Contreras,1973-04-19,Female,Single,Doctorate
Ap639812,081-79-7522,Jill Jones,1957-01-17,Male,Married,Doctorate
Ap622244,470-80-1830,Brittany Sullivan,1973-06-30,Male,Divorced,Bachelor's Degree
Ap512498,679-16-7443,Stephen Vasquez,1958-11-10,Female,Separated,Bachelor's Degree
Ap779290,504-47-7850,Teresa Webb,1982-02-08,Male,Single,Some College
Ap599097,545-37-7657,Alexander Peters,1961-03-19,Female,Single,Bachelor's Degree
Ap749789,190-48-0105,Laura Dean,1955-07-07,Female,Widowed,High School Diploma
Ap907043,834-76-3898,Melissa Hull,1975-11-25,Female,Married,Some College
Ap248056,674-86-0222,Danielle Hancock,1988-02-17,Other,Divorced,Bachelor's Degree
Ap114060,762-96-9827,Sue Lane,1990-01-01,Female,Separated,Associate's Degree
Ap838345,310-39-2511,Christian Mayo,1949-05-03,Other,Single,Some College
Ap577272,322-48-6957,Annette Garcia,1966-06-20,Female,Separated,Associate's Degree
Ap618545,035-31-1695,Sara Williams,1987-07-19,Female,Widowed,Master's Degree
Ap929735,701-06-2682,Denise Reed,1993-11-02,Male,Divorced,High School Diploma
Ap290279,778-53-9702,Jason Sweeney,1968-08-19,Other,Single,High School Diploma
Ap830406,169-63-8141,Todd Green,1987-07-31,Male,Separated,Associate's Degree
Ap784647,119-58-4881,Jason Gray,1981-10-31,Other,Married,Some College
Ap139711,679-83-8582,Stephanie Jones,1970-12-14,Male,Separated,Some College
Ap243026,897-36-0107,Dillon Martinez,1984-03-03,Other,Single,High School Diploma
Ap435484,413-17-7806,Felicia Brewer,1977-01-29,Other,Divorced,Associate's Degree
Ap565317,815-62-2620,Mrs. Amy Roberts,1969-02-19,Other,Widowed,Doctorate
Ap318134,595-54-3556,Lacey Horton,2003-06-30,Other,Separated,Some College
Ap202974,323-83-2056,Tyler Johnson,1994-05-26,Other,Single,Doctorate
Ap249646,831-31-2590,Robin Cook,1970-07-03,Other,Separated,Bachelor's Degree
Ap502400,844-98-3102,Veronica Lynch,1977-02-23,Other,Separated,Some College
Ap250168,836-79-6611,Christina Gibbs,1952-03-06,Female,Widowed,Associate's Degree
Ap692016,769-30-8964,Crystal Gonzalez,1984-04-20,Female,Widowed,Bachelor's Degree
Ap789376,626-89-5790,Ryan Wade,1976-01-14,Male,Divorced,Some College
Ap635534,271-41-4871,Donna Johnson,1988-12-13,Female,Widowed,Some College
Ap538774,600-43-9646,Martha Lara,1971-06-30,Other,Single,Associate's Degree
Ap611937,804-47-7538,Cory Jones,1975-05-28,Female,Separated,Master's Degree
Ap511597,290-47-0078,Scott Mckinney,1982-12-09,Other,Widowed,Doctorate
Ap192263,312-57-9739,Dave Garcia,1967-10-31,Female,Married,Doctorate
Ap635590,093-56-1065,Margaret Byrd,1963-03-09,Male,Separated,Associate's Degree
Ap953938,019-11-2136,Miguel Mcdaniel,1956-11-20,Female,Widowed,Master's Degree
Ap665445,026-29-6105,Daniel Coleman,1991-01-07,Other,Separated,Associate's Degree
Ap679205,132-71-2406,Cindy Bradley,1977-08-09,Female,Widowed,High School Diploma
Ap323810,089-24-8552,Vincent Johnson,1985-09-28,Female,Married,Doctorate
Ap196646,592-20-3728,David Parker,1987-07-11,Female,Separated,Doctorate
Ap445266,171-47-4846,Jasmine Flores,1977-09-29,Female,Single,Doctorate
Ap910951,721-23-3364,Maria Rojas,1957-05-23,Other,Single,Master's Degree
Ap590025,763-98-2529,Michelle Zavala,1960-05-27,Female,Divorced,Associate's Degree
Ap580703,033-27-8005,Yvonne Wilson,1958-11-04,Female,Single,High School Diploma
Ap443054,359-33-2205,Dr. Dawn Price,1991-10-17,Male,Single,Master's Degree
Ap957756,783-36-6766,Kendra Bailey,1996-12-10,Male,Widowed,Associate's Degree
Ap367552,188-94-8919,Aaron Russo,2006-04-16,Male,Separated,High School Diploma
Ap159379,277-31-3890,Jennifer Clark,1995-11-10,Female,Divorced,Bachelor's Degree
Ap125053,004-17-5566,Jimmy Mitchell,1953-10-03,Male,Widowed,Some College
Ap502662,481-45-0773,Cassandra Moore DVM,1991-09-05,Other,Widowed,High School Diploma
Ap756282,616-89-7692,Martha Green,1978-08-10,Other,Separated,Some College
