Application ID,Application Date,Loan Type,Loan Amount Requested (USD),Loan Purpose,Repayment Tenure (Months),Applicant SSN,Applicant Full Name,Applicant Date of Birth,Applicant Gender,Applicant Marital Status,Applicant Level of Education,Applicant Street Address,Applicant City,Applicant State,Applicant Zip Code,Applicant Phone Number,Applicant Email Address,Employment Type,Employer Name,Duration of Employment (Years),Monthly Income (USD),Bank Account Number,Next of Kin Full Name,Next of Kin Relationship,Next of Kin Phone Number
USLW-APP-20250208-123,2025-02-08,Auto,72633.0,Refinance,68.0,673-19-7555,Michael Thomas,1950-02-24,Other,Separated,Associate's Degree,735 Roberson Roads Suite 152,South Brandonton,Alaska,11352,082.464.7878x0259,katrinanichols@hotmail.com,Self-Employed,Evans-Lopez LLC,12.8,13553.0,031842774,Mrs. Dawn Russell MD,Spouse,+1-827-728-7726x50032
USLW-APP-20240707-650,2024-07-07,Small Business,462732.0,Expansion,43.0,407-11-6679,Joshua Mcclain,1953-11-11,Other,Married,Associate's Degree,244 Gordon Mount Apt. 744,Gonzalezhaven,Arkansas,30009,774-583-7738x2208,ccarrillo@becker.com,Self-Employed,Turner-Esparza LLC,4.6,16771.0,096861936,Randy Perry,Sibling,
USLW-APP-20240818-630,2024-08-18,Personal,28184.0,Medical Expenses,24.0,453-16-4734,MICHELLE STAFFORD,1986-11-10,Male,Separated,Some College,670 Savage Tunnel,Perezton,Nebraska,75878,+1-454-933-0838,shawnwatts@may.biz,,Leonard-Copeland Corp.,20.0,2074.0,095462624,,Friend,+1-465-211-7564
USLW-APP-20240503-423,2024-05-03,Mortgage,179721.0,Refinance,261.0,537-21-8799,Kari Kline,1994-10-07,Other,Divorced,Bachelor's Degree,20217 Carla Passage Suite 896,New Katrina,Wisconsin,50600,618.149.6462x63965,grantdavid@murphy.com,Salaried,"Carney, Combs and Saunders Corp.",27.4,13077.0,033286370,Matthew Alvarez,Spouse,(505)815-3382x8141
USLW-APP-20240501-442,2024-05-01,Auto,,Refinance,56.0,373-12-4251,Joshua Cuevas,1949-09-09,Female,Widowed,Bachelor's Degree,3686 Jeffrey Drive,Blankenshiptown,Washington,37103,,kathleenestrada@cobb.info,Salaried,Fuentes LLC Corp.,28.1,12283.0,,Joseph Hudson,Spouse,001-897-319-6825
USLW-APP-20240720-297,2024-07-20,Mortgage,212716.0,Refinance,354.0,870-37-7593,James Nelson,1977-08-08,Male,Married,Master's Degree,4041 Kurt Lake Apt. 031,Lake Davidhaven,Wisconsin,28327,(672)266-6931x0533,elizabeth12@hotmail.com,Unemployed,,0.0,,082666828,Elizabeth Bennett,Friend,820-808-4403x7949
USLW-APP-20250316-943,,Auto,57900.0,Refinance,64.0,516-70-2721,Sydney Andrews,1988-05-21,Female,,Associate's Degree,68693 Watkins Locks,South Michaelfort,Oregon,30981,+1-583-162-4068,weissanne@gmail.com,Salaried,"Russo, Armstrong and Reynolds Corp.",9.4,,127387017,,Friend,001-527-376-5467x85361
USLW-APP-20250311-455,,Personal,42316.0,Home Improvement,56.0,150-31-0744,James Olson,1990-08-02,Female,Married,High School Diploma,455 Jacob Trace,Bookerside,North Carolina,22072,072.838.1743x6169,floreskristopher@yahoo.com,Salaried,Flores Ltd Corp.,4.3,17433.0,116852236,Ian Richard,Spouse,059-200-1313
USLW-APP-20241123-768,2024-11-23,Personal,6387.0,Medical Expenses,55.0,377-10-1989,Gregory Brewer,1976-11-21,Other,Widowed,High School Diploma,6266 Sosa Manors Suite 656,Hopkinsland,Mississippi,47280,871-021-6511x50685,amandachristensen@adams.com,Salaried,Miller Ltd Corp.,10.5,28800.0,021597356,Robert Warren,Spouse,101-183-5825
USLW-APP-20250121-717,2025-01-21,Mortgage,629801.0,Refinance,204.0,750-30-6503,Brian Davis,2006-07-30,Female,Single,Master's Degree,3797 Christopher Spring Apt. 642,,,23401,,hartamanda@gmail.com,Self-Employed,"Barnes, Smith and Wolfe LLC",5.5,15767.0,067466140,Daniel Ross,Sibling,+1-329-496-6494x4562
USLW-APP-20240430-476,2024-04-30,Personal,45266.0,Medical Expenses,32.0,585-07-0846,Evan Monroe,1969-06-07,Male,Single,Bachelor's Degree,95548 Carl Greens Apt. 059,New Rachelberg,Washington,18071,+1-666-892-8490x945,michaeljackson@fox-blair.com,Salaried,Jackson-Jones Corp.,4.3,25297.0,097877055,Jason Oconnor,Friend,001-561-866-0263x48778
USLW-APP-20241113-657,,Small Business,387316.0,Inventory,32.0,442-79-4307,Alexis Koch,1981-04-18,Female,Divorced,Bachelor's Degree,388 William Parkways Suite 020,New Charlenemouth,Illinois,99739,240.635.3241x004,yrivera@vega-dennis.com,Retired,,0.0,0.0,039225937,Daniel King,Sibling,001-129-928-1865
USLW-APP-20241220-230,2024-12-20,Personal,26017.0,Home Improvement,46.0,683-99-6800,Benjamin Randall,1959-01-02,Female,Divorced,Master's Degree,05079 Bailey Tunnel Suite 628,Melanieland,North Carolina,00815,001-538-652-6683x29113,lgarcia@hotmail.com,Salaried,"Fisher, Green and Gray Corp.",11.1,20885.0,126031186,Kelly Ray,Parent,8875286892
USLW-APP-20250209-781,2025-02-09,Auto,51382.0,Used Car Purchase,53.0,747-95-4616,Crystal Meadows,1966-05-29,Other,Divorced,Associate's Degree,5270 Anna Locks Apt. 451,Jamesfort,Wisconsin,06979,539.646.2888x59150,awarren@gmail.com,Salaried,"Horton, Lewis and Colon Corp.",7.0,5371.0,122020049,Matthew Coleman,Friend,759.795.2393x1828
USLW-APP-20250313-462,2025-03-13,Personal,18699.0,Education,35.0,554-35-0405,Julia Johnson,1958-11-01,Male,Separated,Some College,3565 Harris Street Apt. 174,Brightland,Rhode Island,30580,001-257-882-1264x8782,sandrajones@gmail.com,,"Walton, Green and Campbell LLC",15.5,3029.0,089187025,Shelby Miller,Parent,569-917-0080
USLW-APP-20241016-159,,Personal,46171.0,Home Improvement,45.0,505-59-5818,Holly Nixon,,Other,Divorced,Some College,944 Christina Wall Suite 834,Chavezhaven,West Virginia,96655,788-298-3436,joneskristen@kelly-jones.com,Salaried,Armstrong Inc Corp.,3.7,13322.0,034535648,Amanda Duncan,Spouse,7133778651
USLW-APP-20241110-879,2024-11-10,Mortgage,561732.0,Home Purchase,235.0,085-30-6899,Robert Roberts,1995-12-10,Female,Married,Master's Degree,77728 Cody Lake,East Stephaniebury,Rhode Island,39469,+1-014-442-3379x40566,brittanyklein@barrera.com,Salaried,"Jones, Ferguson and Scott Corp.",25.9,,123753098,Debra Johnson,Friend,861-581-0719x3088
USLW-APP-20240422-648,2024-04-22,Auto,52252.0,Used Car Purchase,69.0,178-73-5263,Jimmy Becker,2005-11-03,,Single,High School Diploma,57354 Patel Glens Apt. 681,,Alaska,17666,517.885.0417x682,hurleymatthew@yahoo.com,Salaried,Lopez-Myers Corp.,24.8,23476.0,092154867,Elizabeth Strong,,421.992.7287
USLW-APP-20240508-709,2024-05-08,Personal,11633.0,Education,14.0,774-63-9524,Amanda Young,1994-01-04,Male,Widowed,Some College,,West Jennifertown,South Carolina,,,matthewstyler@rosario.com,Retired,,0.0,0.0,072589274,Tiffany Diaz MD,Parent,3068516703
USLW-APP-20240530-214,2024-05-30,Personal,26695.0,Other,,758-75-8749,Scott Douglas,1972-01-26,Other,Widowed,Some College,399 Arnold Trafficway,,Alaska,93825,+1-162-951-8447x098,kristen31@gmail.com,Hourly,"Black, Green and Sloan Corp.",17.2,12752.0,045203134,Christopher Hudson,Friend,818.133.8223x067
USLW-APP-20250209-354,2025-02-09,Personal,6465.0,Home Improvement,38.0,826-93-5737,Keith Branch,1984-01-20,Other,Divorced,Associate's Degree,852 Robertson Extensions,New Stephanie,North Carolina,28708,+1-315-525-7897,karen61@gmail.com,Salaried,Kelley-Clark Corp.,6.5,16389.0,015240651,Tammie Leon,Spouse,031-079-3255
USLW-APP-20240501-686,2024-05-01,Personal,40853.0,Vacation,39.0,096-34-9247,Carrie Nunez,1970-06-04,Other,Separated,Some College,752 Claire Hollow Suite 802,,Virginia,51881,(328)819-6168x66602,vreyes@peters.info,Self-Employed,"Lynch, Barr and Peterson LLC",9.1,9347.0,026856568,Misty Freeman,Sibling,
USLW-APP-20240914-901,2024-09-14,Mortgage,834991.0,Home Purchase,190.0,371-64-0736,Christopher Hunt,1997-12-16,Male,Separated,Doctorate,44488 Bean Turnpike,East Brookeside,West Virginia,64047,001-379-728-6456,robertspatrick@herrera.com,Salaried,Jackson Ltd Corp.,18.0,15756.0,108039889,Mrs. Danielle Welch,Sibling,029-523-2561x5643
USLW-APP-20250105-730,2025-01-05,Personal,39031.0,Other,25.0,315-94-6872,John Wright,1960-10-14,Male,Divorced,,98038 Simon Inlet,Gilbertport,South Dakota,,001-137-338-7200x255,wanda21@gmail.com,Unemployed,,0.0,0.0,,Catherine Duarte,Parent,(745)902-8633x63074
USLW-APP-20241020-178,2024-10-20,Personal,35072.0,Home Improvement,43.0,731-97-0725,Paul Glenn,,Female,Widowed,Some College,790 Timothy Meadows,North Brookeland,Texas,06890,431.109.6890,torresgordon@ponce-turner.info,Hourly,"Sparks, Morris and Ramirez Corp.",13.3,2564.0,064170895,Laura Brewer,Friend,+1-602-553-6565x71135
USLW-APP-20250115-511,2025-01-15,Small Business,257942.0,Inventory,82.0,639-12-0749,,1982-12-21,Female,Divorced,Doctorate,,Nguyenfurt,Illinois,59503,001-318-886-6942x8940,mblake@yahoo.com,Salaried,"Potter, Perez and Hernandez Corp.",9.3,12701.0,115925614,Dennis Leon,Parent,467.065.4467x225
USLW-APP-20240428-673,2024-04-28,Personal,21552.0,Medical Expenses,58.0,,Kari Barrera,1968-10-29,Male,Divorced,High School Diploma,5772 Stone Camp Apt. 562,Bowenland,Texas,47960,388-808-0784x04213,jonathan64@meyer-barker.com,Self-Employed,Walker-Gray LLC,13.7,8742.0,113504914,Tyler Tanner,Sibling,001-106-245-3912
USLW-APP-20241005-634,2024-10-05,Personal,22494.0,Vacation,33.0,324-63-5444,Jose Hawkins,1979-02-26,Male,Married,Associate's Degree,62392 Kevin Ridge,Ryanfurt,Florida,00917,+1-423-082-7928,cgarcia@young-potter.org,Salaried,,22.6,22076.0,073414490,Lauren Fisher,Friend,(816)991-8648x092
USLW-APP-20250313-440,2025-03-13,Small Business,444920.0,Expansion,74.0,514-30-6639,Dan Williams,1998-01-26,Male,Married,Doctorate,1219 Lowe Point Apt. 255,Copelandport,Rhode Island,89247,8332325272,monique03@yahoo.com,Salaried,Garner-Todd Corp.,22.8,17016.0,110203522,Nicole Flynn,Spouse,001-165-146-8681
USLW-APP-20250203-426,2025-02-03,,483798.0,Inventory,24.0,186-18-7623,Anthony Mann,1999-10-09,Male,Married,Associate's Degree,142 Ellis Plains,New Amanda,Rhode Island,06240,6069771771,nwilliams@taylor.biz,Salaried,"Long, Costa and Hinton Corp.",29.3,18119.0,042630580,Alyssa Camacho,Spouse,(172)375-1919
USLW-APP-20241113-275,2024-11-13,Personal,44967.0,Debt Consolidation,32.0,621-54-4517,Doris Shaffer,,Other,Widowed,,9470 Floyd Place,Lake Jamie,Iowa,19577,,amber92@gmail.com,Salaried,King-Montes Corp.,28.5,29904.0,029021646,Charles Tran,Spouse,001-590-250-1198
USLW-APP-20241210-198,2024-12-10,Mortgage,62044.0,Home Purchase,321.0,686-40-5274,Daniel House,1958-12-12,Female,Married,High School Diploma,621 Smith Wells,Taylorhaven,Texas,79924,671.941.2281x97474,shawkins@hotmail.com,Salaried,Sanders-Rush Corp.,11.7,16009.0,071807148,Ashley Ho,Parent,001-219-020-5037x004
USLW-APP-20250101-639,2025-01-01,Small Business,102106.0,Expansion,28.0,,Tammy Logan,1980-09-29,Female,Single,Associate's Degree,736 Elizabeth Knolls,Andrewshire,West Virginia,41804,+1-957-999-8145x56915,jameswendy@gmail.com,Salaried,Fernandez-Mclaughlin Corp.,19.7,28873.0,019686389,Brandy Richmond,Spouse,372-906-5141x85118
USLW-APP-20241214-144,2024-12-14,Auto,31763.0,New Car Purchase,43.0,168-67-9369,Mario Smith,1955-10-29,Female,Single,Master's Degree,08663 Peter Club,Laraberg,Hawaii,14523,(623)734-4650x58236,john99@yahoo.com,Salaried,Pratt-Harris Corp.,10.7,16341.0,031594970,William King,Sibling,001-339-592-4569x4847
USLW-APP-20250211-157,2025-02-11,Auto,22676.0,New Car Purchase,63.0,432-64-0694,Brittany Mayo,2006-12-05,Other,Separated,Master's Degree,65945 Jennifer Stravenue Apt. 026,Paulburgh,Rhode Island,16694,(268)272-6315x99968,jholland@hotmail.com,Salaried,"Lewis, Waters and Dixon Corp.",27.4,25705.0,108808133,Jennifer Rivera,,236-966-4516x47708
USLW-APP-20241104-756,2024-11-04,Personal,30171.0,Other,25.0,404-85-4236,Brian Wong,2002-02-25,Male,Married,,132 Evans Mountains,North Karen,Colorado,34972,001-618-934-4178x1237,,Hourly,Dudley and Sons Corp.,21.2,7644.0,020721327,Glen Wilson,Friend,001-729-772-2416x16785
USLW-APP-20240823-943,2024-08-23,Small Business,161564.0,Expansion,47.0,168-51-6858,Tina Scott,1994-09-19,Male,Married,High School Diploma,842 Tyler Stravenue,Port Jameston,Oregon,93601,,anthonymatthews@hotmail.com,Salaried,"Ramos, Burnett and Martin Corp.",28.2,18007.0,014116838,Kathleen Simmons,Friend,697.370.1687x254
USLW-APP-20250128-384,2025-01-28,,257304.0,Startup Costs,54.0,368-64-0281,KIMBERLY MYERS,1983-04-29,Other,Married,Bachelor's Degree,5566 Yvonne Mission Suite 210,Michellefort,West Virginia,05504,3243776627x700,fbryan@duncan-romero.com,Salaried,Horn-Harvey Corp.,8.6,13395.0,068705020,Alicia Barrera,Friend,928.100.3093x549
USLW-APP-20241030-923,,Auto,9336.0,New Car Purchase,24.0,801-48-8072,Christina Powell,2000-11-25,Other,Single,Doctorate,,New Kaylahaven,Connecticut,07750,,gdavila@frost-liu.com,Salaried,Mason-Brown Corp.,12.0,20371.0,019076533,Jessica Bell,Friend,(948)754-1135x8848
USLW-APP-20240421-302,2024-04-21,Small Business,440995.0,Equipment Purchase,51.0,220-31-2119,Robert Edwards,1994-12-12,Other,Divorced,Associate's Degree,972 John Spurs Apt. 400,Jamesberg,Wisconsin,10339,782.614.8739,nstevens@barber.biz,Salaried,Cherry LLC Corp.,4.4,,052941405,,Spouse,8865486489
USLW-APP-20250207-116,2025-02-07,Mortgage,634737.0,Home Purchase,194.0,208-84-5399,Matthew Martinez,1982-06-21,Male,Single,Bachelor's Degree,97187 Krystal Mission,Lake Jeff,,96664,+1-053-010-9016,sharon41@gmail.com,Salaried,Powell Group Corp.,10.7,3706.0,105193540,Thomas Wright,Sibling,137.979.8078x12141
USLW-APP-20240814-689,2024-08-14,Auto,24668.0,Used Car Purchase,43.0,347-21-5341,Joyce Carter,1972-05-30,Other,Widowed,High School Diploma,1918 Blanchard Meadows,Lake Anthonyshire,North Carolina,29874,,jacksondenise@hotmail.com,Salaried,Estes-Hartman Corp.,24.2,17505.0,086018809,Cassandra Thomas,Friend,001-536-100-7997x6242
USLW-APP-20241019-320,2024-10-19,Mortgage,85699.0,Home Purchase,219.0,331-82-3600,Isaiah Bush,1989-05-22,Male,Divorced,Bachelor's Degree,627 Wallace Trafficway,Port David,Nebraska,93943,674-142-3609x1312,christopher47@hotmail.com,Retired,,0.0,0.0,068843238,Audrey Phillips,Spouse,449-604-2563
USLW-APP-20250227-423,2025-02-27,Personal,10537.0,Debt Consolidation,22.0,369-07-1916,Michelle Fields,1969-01-11,Male,Married,High School Diploma,8527 Dawn Isle Suite 811,Lake Kristen,,49179,(791)341-5946,handerson@baker.biz,Salaried,"Gomez, Carter and Brown Corp.",14.3,12172.0,113813142,Shane Li,Parent,411-551-6258
USLW-APP-20250106-185,2025-01-06,Mortgage,467958.0,Home Purchase,254.0,002-16-7930,Justin Golden,1956-07-05,Male,Widowed,Doctorate,85613 Laurie Lakes Apt. 292,Katherinemouth,Michigan,87455,910-841-7572,parkshelby@hotmail.com,Self-Employed,"Palmer, Brown and Thompson LLC",9.1,6577.0,117706530,Aaron Lee,Friend,(648)086-3350
USLW-APP-20241120-112,2024-11-20,Mortgage,203311.0,Refinance,312.0,189-80-7838,Nancy Young,1978-04-08,Female,Widowed,Doctorate,08071 Anna Stream Apt. 219,Choiberg,Alaska,77649,763.951.2714,jennifermatthews@clements.com,Hourly,,15.4,20659.0,075916569,Joseph Hamilton,Friend,(185)451-4070
USLW-APP-20240424-908,2024-04-24,Small Business,385776.0,Expansion,75.0,843-94-7445,Stephanie Brandt,1987-07-02,Male,Married,,399 Nicholson Via Suite 551,New Joseph,South Carolina,07216,(759)549-9799,ohuff@mendez.com,,"Howard, Saunders and Buchanan LLC",2.9,8157.0,075767776,Warren Camacho,Friend,189.220.5194
USLW-APP-20241102-365,2024-11-02,Mortgage,315594.0,Refinance,,646-81-2523,Cathy Ross,1952-02-09,Male,Single,Doctorate,0135 Donald Flats Suite 048,North Melissatown,Wisconsin,92578,858.980.2934,qbarber@boone-anderson.com,Salaried,,7.5,4927.0,015702678,Melissa Ortiz,Spouse,001-357-697-7774
USLW-APP-20240617-308,2024-06-17,Auto,14135.0,New Car Purchase,62.0,062-15-5894,Taylor Golden,1967-01-09,Female,Widowed,,6980 Pierce Corner Suite 127,Chavezstad,Ohio,92789,8745092897,felicia60@yahoo.com,Salaried,Gregory-Barnes Corp.,24.2,,110711768,Janet Wilkins,Spouse,001-141-367-9678
,2024-08-02,Auto,37321.0,Used Car Purchase,38.0,115-96-0374,Connie Montgomery,1956-10-07,Male,Divorced,Master's Degree,784 Austin Spurs,,North Carolina,39144,237-088-0243x75593,vcox@hotmail.com,Salaried,"Jones, Avila and Johnson Corp.",8.1,26571.0,026168900,Tara Holloway,Friend,(721)322-3554
USLW-APP-20240728-293,2024-07-28,Mortgage,915134.0,Refinance,185.0,560-32-0515,James Holloway,1989-03-02,Male,Separated,Bachelor's Degree,490 Carol Centers Apt. 691,Katieshire,West Virginia,75246,(881)440-7827,ewilson@hotmail.com,Hourly,Tyler PLC Corp.,13.1,22922.0,049639610,Joshua Moreno,Spouse,249-470-2349x20540
USLW-APP-20240428-203,2024-04-28,Personal,4263.0,Debt Consolidation,22.0,424-97-8552,Philip Crawford,1995-10-07,Male,Married,Associate's Degree,1246 Thompson Pass,West Scottberg,Nevada,72736,448-669-3709x124,jonathanflores@yahoo.com,Self-Employed,Blair PLC LLC,9.6,3628.0,023033889,Katie Heath,Spouse,+1-463-340-3820x699
USLW-APP-20240903-155,2024-09-03,Personal,37428.0,Home Improvement,38.0,218-64-8936,Anthony Evans,1985-07-16,Other,Widowed,Bachelor's Degree,,West Monicaland,Iowa,98345,1256281619x1219,,,Jackson-Williams Corp.,20.0,29266.0,080973102,Angela Sanchez,Spouse,001-985-651-7882x3710
USLW-APP-20250304-465,2025-03-04,Small Business,348795.0,Working Capital,32.0,545-80-5227,Gregory Allen,1974-07-22,Male,Divorced,Some College,330 Amy Neck Apt. 915,Daviesview,Wisconsin,67613,(154)601-8969x414,ecochran@yahoo.com,Self-Employed,Davis Ltd LLC,3.7,9277.0,072724945,Michael Clayton,,001-654-371-9074x10504
USLW-APP-20250222-274,2025-02-22,Mortgage,333530.0,Refinance,246.0,318-52-8575,Bruce Heath,1982-06-30,Female,Separated,Doctorate,9423 Kelsey Stream Suite 112,West Ronald,,51150,+1-439-506-4147x00681,mmata@morton.com,Salaried,"Strickland, Fry and Eaton Corp.",3.3,11343.0,039194165,Lisa Weeks,Parent,629-670-6804x086
USLW-APP-20250207-257,2025-02-07,Personal,19950.0,Education,13.0,169-38-2565,Matthew Garcia,2000-04-23,Male,Married,Associate's Degree,40337 Wendy Shoals,Port Anthony,Alaska,95828,014-456-9319x0228,andrew34@wong.org,,"Harrison, Fritz and Hernandez Corp.",7.4,5553.0,048538521,Samantha Chapman,Parent,8299631652
USLW-APP-20250218-484,,Personal,37727.0,Education,43.0,275-51-4597,Craig Norman,1990-02-11,Other,Divorced,Bachelor's Degree,2406 Rogers Overpass Apt. 629,Port Melanieburgh,California,76950,(447)034-1843x16158,qwilliams@hotmail.com,Salaried,Allen Group Corp.,12.6,29941.0,085686465,Jon Campbell,Spouse,424.038.7129x224
USLW-APP-20240817-758,2024-08-17,Mortgage,433365.0,Refinance,268.0,072-78-5756,Timothy Robinson,1991-08-12,Female,Separated,Associate's Degree,801 Olson Parkways Suite 459,North Lisa,Oklahoma,00830,001-223-278-4375x318,andrewwarren@gonzalez-gaines.com,Salaried,Wilson LLC Corp.,23.4,29451.0,021583137,Bruce Mora,Parent,001-224-785-8071
USLW-APP-20240817-310,2024-08-17,,461236.0,Inventory,29.0,088-23-9274,Katherine Newton,1991-10-25,Female,Widowed,Some College,9568 Ashley Brooks,South Michaelburgh,,81082,001-775-009-9409x140,williamsshawn@hotmail.com,Salaried,Bryant-Sanchez Corp.,19.3,,078599394,Michael Ramos,Friend,061.632.7810
USLW-APP-20250331-544,2025-03-31,Personal,40963.0,Education,20.0,154-02-8976,Christopher Frazier,1981-03-08,Other,Separated,Master's Degree,,East Terribury,Oklahoma,,9994000755,jramirez@schneider-torres.com,Self-Employed,"Murphy, Gonzalez and Robles LLC",9.3,5046.0,064041665,Mrs. Melissa Riley MD,Parent,4306838629
USLW-APP-20240805-108,2024-08-05,Mortgage,524252.0,Refinance,273.0,770-21-1561,Christina Rowland,1958-10-27,Male,Single,Associate's Degree,380 Vincent Mountains Suite 016,Port Jimmy,Alabama,73450,(863)926-9496,lewismark@monroe-hunter.com,Salaried,Villegas PLC Corp.,14.9,20699.0,117479281,Robert Booth,Friend,413-920-5400
USLW-APP-20241229-828,2024-12-29,Small Business,104692.0,Inventory,56.0,,,1966-02-19,Other,Single,,43635 Matthew Gateway Suite 701,Ashleyside,Oklahoma,77278,+1-098-803-6835x682,peter14@crawford-salazar.com,Self-Employed,Baird-Gibson LLC,8.5,17741.0,030554597,Sara Payne,Spouse,(080)608-7398
USLW-APP-20250321-984,2025-03-21,Personal,27825.0,Debt Consolidation,13.0,466-88-3131,Marc Morales,1971-04-13,Female,Separated,High School Diploma,486 Stevens Forest Apt. 705,South Jamesland,Alaska,47999,858.993.4021x2421,wkoch@mitchell-williams.com,Salaried,Perez-Boyer Corp.,21.7,21315.0,051437761,James Fitzgerald,Parent,+1-961-532-4056x4233
USLW-APP-20241120-954,2024-11-20,Small Business,408241.0,Equipment Purchase,52.0,027-10-9511,ERIC JENSEN,1983-12-23,Male,Separated,Doctorate,83340 Stephanie Village,Lake Alan,West Virginia,35261,001-193-004-9806,origgs@yahoo.com,Hourly,"Donovan, Garza and Carter Corp.",20.4,22626.0,114967165,Belinda Gonzalez,Parent,258-794-6475
,2024-10-23,Small Business,452956.0,Working Capital,,,Henry Meyer,1994-10-18,Male,Married,Some College,14011 Carpenter Crest,Cindyville,,42900,607.743.7992x3733,zcrawford@guerrero.net,Unemployed,,0.0,0.0,117957253,Daniel Ortiz,Parent,131.365.9113x4363
USLW-APP-20240504-355,2024-05-04,Personal,3835.0,Other,22.0,351-05-3114,Lawrence West,1993-03-12,Other,Divorced,,61471 Rivas Haven,Kennedyborough,North Carolina,12722,001-635-372-3335,angelicaclark@henderson.biz,Salaried,"Martinez, Booth and Meyer Corp.",15.5,3668.0,111134412,Daniel Brown,Parent,959-863-7377x4515
USLW-APP-20240423-649,2024-04-23,Small Business,85658.0,Expansion,43.0,022-71-4974,Jason Johnson,1949-08-28,Female,Single,Associate's Degree,,New Christopherside,Montana,18122,629.131.7076x4299,pottertyler@hotmail.com,Self-Employed,Byrd and Sons LLC,5.3,4370.0,048524315,Donald Shannon,Parent,+1-948-434-0543
USLW-APP-20241221-230,2024-12-21,Mortgage,491223.0,Home Purchase,202.0,372-77-2489,Jonathan Mitchell,1963-01-21,Female,Single,High School Diploma,86653 Carter Mission,North Mariashire,Wisconsin,83247,109.108.4757,christinahawkins@yahoo.com,Salaried,Matthews-Thomas Corp.,20.8,2697.0,047334399,Matthew Benson,Spouse,542-368-2822x0792
USLW-APP-20241219-994,2024-12-19,Personal,18887.0,Vacation,51.0,596-52-6202,Amanda Powell,1959-01-22,Female,Separated,High School Diploma,0415 Roman Turnpike,North Kristina,Illinois,44346,(539)144-8322x51352,bskinner@hotmail.com,Salaried,"Thompson, Boyer and Wilson Corp.",14.6,19287.0,,Rhonda Mosley,Sibling,626-994-4470x19600
USLW-APP-20240917-439,2024-09-17,Mortgage,341995.0,Refinance,315.0,343-51-7018,Elizabeth Logan,1999-06-20,Female,Divorced,Doctorate,03771 Copeland River Suite 555,West Stephaniemouth,Illinois,25974,+1-552-809-3048x63094,hannahrivera@yahoo.com,Salaried,Moreno-Owen Corp.,10.4,7251.0,114544067,Olivia Lee,Friend,813.817.2438x0242
USLW-APP-20240607-810,2024-06-07,Personal,42533.0,Vacation,18.0,265-74-1407,Angel Heath MD,1966-10-28,Female,Married,Associate's Degree,976 Bryan Extensions,Lake Danielshire,Wisconsin,12864,+1-328-593-4563x95465,,Unemployed,,0.0,0.0,114411514,Jaclyn Rodriguez,Parent,954-053-3846x6157
USLW-APP-20240527-656,2024-05-27,Personal,48151.0,Medical Expenses,36.0,,Sandra Robinson,1995-07-24,Male,Divorced,Some College,810 Lori Islands Suite 588,South Susan,Oregon,57265,636-107-4865,bryan44@hernandez.com,Salaried,Thomas Group Corp.,10.6,15314.0,070152797,Tracy Esparza PhD,Sibling,5851268557
USLW-APP-20240826-678,2024-08-26,Mortgage,430843.0,Refinance,283.0,264-42-6930,Linda Hernandez,1955-06-13,Male,Married,High School Diploma,057 Brown Loaf Suite 559,East Austinchester,West Virginia,88248,4065469079,michaelrobinson@andrews.com,Salaried,"Clarke, Choi and Huff Corp.",21.5,28595.0,116262897,Robert Curtis,Spouse,+1-932-332-4294x42028
USLW-APP-20241120-834,2024-11-20,Small Business,347077.0,Equipment Purchase,69.0,318-87-1558,Julie Davis,1976-10-28,Male,Separated,Doctorate,0723 Eduardo Run Apt. 607,Morganside,Wisconsin,93066,208-957-3057,james74@anderson.net,Salaried,"Gregory, Jacobs and Villegas Corp.",24.1,9639.0,119820391,Paige Mcdonald,Spouse,850-548-0293
USLW-APP-20240408-296,2024-04-08,Mortgage,791684.0,Home Purchase,240.0,593-48-5086,Hailey Mcintyre,1997-04-11,Other,Widowed,,074 Rebecca Rest Apt. 068,Carlosburgh,Louisiana,80960,649.183.4454x114,shawn53@yahoo.com,Unemployed,,0.0,0.0,049849895,Jenna Lucero,Spouse,1596339365
USLW-APP-20240825-559,2024-08-25,Small Business,370120.0,Expansion,47.0,407-68-2120,Bruce West,1949-11-25,Female,Separated,Doctorate,969 Alvarez Dam,Carlsonbury,Texas,31374,+1-580-052-4729x993,maria68@yahoo.com,Salaried,Garner and Sons Corp.,7.7,11108.0,077154523,Billy Carlson,Spouse,4200022887
USLW-APP-20240416-843,2024-04-16,Personal,34969.0,,53.0,736-76-1574,Amanda Taylor,1983-11-14,Female,Married,Bachelor's Degree,914 Andrea Islands Suite 372,Port Richard,Rhode Island,90984,001-537-527-7960x523,smithmaurice@leach.com,Salaried,Ibarra PLC Corp.,14.7,26822.0,,Nicole Butler,Sibling,(689)183-0371
,2025-04-02,Small Business,433102.0,Startup Costs,71.0,,Heather Boyd,1973-10-20,Female,Widowed,Doctorate,,East Davidside,Alabama,15725,(958)406-1424,pearsonkirsten@hotmail.com,Salaried,"Garza, Cruz and Adkins Corp.",19.7,15232.0,101789068,David Hernandez,Sibling,741.740.2970x351
USLW-APP-20240503-183,2024-05-03,,96195.0,Expansion,60.0,601-19-9670,Angelica Beck,1963-07-11,Female,Separated,Associate's Degree,694 Peters Corner Suite 335,West Andrewborough,Texas,09586,823.437.3703,michelleflores@booth-jordan.net,Salaried,,11.5,25412.0,127600558,Mr. Shawn Callahan,Sibling,001-661-599-1941x7049
